"train/global_step","SmolLM-14m-Dolma-v0.1-Base-untied-162m-zloss-lr6e4 - _step","SmolLM-14m-Dolma-v0.1-Base-untied-162m-zloss-lr6e4 - _step__MIN","SmolLM-14m-Dolma-v0.1-Base-untied-162m-zloss-lr6e4 - _step__MAX","SmolLM-14m-Dolma-v0.1-Base-untied-162m-zloss-lr6e4 - train/loss","MIN","MAX"
"81161","81160","81160","81160","2.98","2.98","2.98"
"81178","81177","81177","81177","3.0047","3.0047","3.0047"
"81198","81197","81197","81197","3.0254","3.0254","3.0254"
"81206","81205","81205","81205","3.0111","3.0111","3.0111"
"81209","81208","81208","81208","3.01","3.01","3.01"
"81218","81217","81217","81217","3.0065","3.0065","3.0065"
"81233","81232","81232","81232","3.0015","3.0015","3.0015"
"81254","81253","81253","81253","3.0278","3.0278","3.0278"
"81262","81261","81261","81261","3.0065","3.0065","3.0065"
"81266","81265","81265","81265","3.023","3.023","3.023"
"81277","81276","81276","81276","2.9938","2.9938","2.9938"
"81307","81306","81306","81306","3.0222","3.0222","3.0222"
"81310","81309","81309","81309","3.0391","3.0391","3.0391"
"81321","81320","81320","81320","3.0007","3.0007","3.0007"
"81323","81322","81322","81322","3.0131","3.0131","3.0131"
"81330","81329","81329","81329","2.9778","2.9778","2.9778"
"81334","81333","81333","81333","3.0112","3.0112","3.0112"
"81336","81335","81335","81335","2.9996","2.9996","2.9996"
"81357","81356","81356","81356","3.0202","3.0202","3.0202"
"81374","81373","81373","81373","3.0238","3.0238","3.0238"
"81380","81379","81379","81379","3.0257","3.0257","3.0257"
"81389","81388","81388","81388","2.9994","2.9994","2.9994"
"81402","81401","81401","81401","3.0139","3.0139","3.0139"
"81405","81404","81404","81404","3.0187","3.0187","3.0187"
"81433","81432","81432","81432","3.0151","3.0151","3.0151"
"81435","81434","81434","81434","2.9774","2.9774","2.9774"
"81436","81435","81435","81435","3.0149","3.0149","3.0149"
"81439","81438","81438","81438","2.981","2.981","2.981"
"81459","81458","81458","81458","3.0108","3.0108","3.0108"
"81466","81465","81465","81465","2.9868","2.9868","2.9868"
"81478","81477","81477","81477","2.9899","2.9899","2.9899"
"81496","81495","81495","81495","3.0082","3.0082","3.0082"
"81504","81503","81503","81503","3.0142","3.0142","3.0142"
"81519","81518","81518","81518","3.0141","3.0141","3.0141"
"81541","81540","81540","81540","3.0062","3.0062","3.0062"
"81555","81554","81554","81554","3.0034","3.0034","3.0034"
"81557","81556","81556","81556","3.0037","3.0037","3.0037"
"81560","81559","81559","81559","3.0003","3.0003","3.0003"
"81572","81571","81571","81571","2.9993","2.9993","2.9993"
"81576","81575","81575","81575","3.0226","3.0226","3.0226"
"81597","81596","81596","81596","2.9906","2.9906","2.9906"
"81605","81604","81604","81604","2.9949","2.9949","2.9949"
"81607","81606","81606","81606","3.0097","3.0097","3.0097"
"81619","81618","81618","81618","3.0267","3.0267","3.0267"
"81642","81641","81641","81641","2.9902","2.9902","2.9902"
"81650","81649","81649","81649","3.0125","3.0125","3.0125"
"81661","81660","81660","81660","2.972","2.972","2.972"
"81665","81664","81664","81664","2.9842","2.9842","2.9842"
"81672","81671","81671","81671","3.0124","3.0124","3.0124"
"81673","81672","81672","81672","3.0165","3.0165","3.0165"
"81690","81689","81689","81689","3.0218","3.0218","3.0218"
"81691","81690","81690","81690","3.0232","3.0232","3.0232"
"81717","81716","81716","81716","3.0099","3.0099","3.0099"
"81718","81717","81717","81717","3.0227","3.0227","3.0227"
"81729","81728","81728","81728","3.0179","3.0179","3.0179"
"81744","81743","81743","81743","3.007","3.007","3.007"
"81747","81746","81746","81746","3.0064","3.0064","3.0064"
"81761","81760","81760","81760","3.018","3.018","3.018"
"81763","81762","81762","81762","3.0046","3.0046","3.0046"
"81766","81765","81765","81765","2.9978","2.9978","2.9978"
"81775","81774","81774","81774","3.0246","3.0246","3.0246"
"81776","81775","81775","81775","3.0127","3.0127","3.0127"
"81777","81776","81776","81776","3.0389","3.0389","3.0389"
"81780","81779","81779","81779","3.0152","3.0152","3.0152"
"81784","81783","81783","81783","3.018","3.018","3.018"
"81789","81788","81788","81788","3.0071","3.0071","3.0071"
"81791","81790","81790","81790","2.9927","2.9927","2.9927"
"81792","81791","81791","81791","2.9898","2.9898","2.9898"
"81803","81802","81802","81802","3.0146","3.0146","3.0146"
"81806","81805","81805","81805","2.9863","2.9863","2.9863"
"81825","81824","81824","81824","3.0066","3.0066","3.0066"
"81831","81830","81830","81830","3.0288","3.0288","3.0288"
"81855","81854","81854","81854","3.0172","3.0172","3.0172"
"81863","81862","81862","81862","3.0168","3.0168","3.0168"
"81865","81864","81864","81864","3.0157","3.0157","3.0157"
"81873","81872","81872","81872","2.9985","2.9985","2.9985"
"81874","81873","81873","81873","2.9992","2.9992","2.9992"
"81886","81885","81885","81885","3.0065","3.0065","3.0065"
"81892","81891","81891","81891","2.9852","2.9852","2.9852"
"81905","81904","81904","81904","3.0021","3.0021","3.0021"
"81913","81912","81912","81912","3.0018","3.0018","3.0018"
"81934","81933","81933","81933","3.009","3.009","3.009"
"81938","81937","81937","81937","3.0149","3.0149","3.0149"
"81945","81944","81944","81944","3.0122","3.0122","3.0122"
"81946","81945","81945","81945","3.0073","3.0073","3.0073"
"81977","81976","81976","81976","3.0148","3.0148","3.0148"
"81983","81982","81982","81982","3.0132","3.0132","3.0132"
"81998","81997","81997","81997","3.0271","3.0271","3.0271"
"82003","82002","82002","82002","3.0198","3.0198","3.0198"
"82010","82009","82009","82009","2.9806","2.9806","2.9806"
"82017","82016","82016","82016","2.9864","2.9864","2.9864"
"82024","82023","82023","82023","3.0019","3.0019","3.0019"
"82031","82030","82030","82030","2.9885","2.9885","2.9885"
"82043","82042","82042","82042","3.0046","3.0046","3.0046"
"82047","82046","82046","82046","2.9983","2.9983","2.9983"
"82053","82052","82052","82052","2.9886","2.9886","2.9886"
"82064","82063","82063","82063","3.0182","3.0182","3.0182"
"82080","82079","82079","82079","2.9862","2.9862","2.9862"
"82082","82081","82081","82081","2.9945","2.9945","2.9945"
"82100","82099","82099","82099","2.9862","2.9862","2.9862"
"82133","82132","82132","82132","3.004","3.004","3.004"
"82153","82152","82152","82152","3.0278","3.0278","3.0278"
"82154","82153","82153","82153","2.9997","2.9997","2.9997"
"82161","82160","82160","82160","3.0111","3.0111","3.0111"
"82167","82166","82166","82166","3.0052","3.0052","3.0052"
"82182","82181","82181","82181","3.0223","3.0223","3.0223"
"82187","82186","82186","82186","3.0322","3.0322","3.0322"
"82202","82201","82201","82201","3.0387","3.0387","3.0387"
"82208","82207","82207","82207","3.0085","3.0085","3.0085"
"82209","82208","82208","82208","3.0119","3.0119","3.0119"
"82221","82220","82220","82220","2.9767","2.9767","2.9767"
"82232","82231","82231","82231","3.0043","3.0043","3.0043"
"82238","82237","82237","82237","3.0128","3.0128","3.0128"
"82245","82244","82244","82244","2.9864","2.9864","2.9864"
"82255","82254","82254","82254","2.9884","2.9884","2.9884"
"82258","82257","82257","82257","3.0077","3.0077","3.0077"
"82266","82265","82265","82265","2.997","2.997","2.997"
"82272","82271","82271","82271","2.9992","2.9992","2.9992"
"82287","82286","82286","82286","3.0056","3.0056","3.0056"
"82290","82289","82289","82289","3.0043","3.0043","3.0043"
"82291","82290","82290","82290","3.0235","3.0235","3.0235"
"82293","82292","82292","82292","3.024","3.024","3.024"
"82295","82294","82294","82294","2.9663","2.9663","2.9663"
"82338","82337","82337","82337","3.0093","3.0093","3.0093"
"82365","82364","82364","82364","2.9995","2.9995","2.9995"
"82405","82404","82404","82404","3.0175","3.0175","3.0175"
"82416","82415","82415","82415","3.0132","3.0132","3.0132"
"82417","82416","82416","82416","2.9857","2.9857","2.9857"
"82426","82425","82425","82425","2.9786","2.9786","2.9786"
"82429","82428","82428","82428","3.0146","3.0146","3.0146"
"82439","82438","82438","82438","2.9902","2.9902","2.9902"
"82444","82443","82443","82443","3.0108","3.0108","3.0108"
"82449","82448","82448","82448","2.9848","2.9848","2.9848"
"82471","82470","82470","82470","2.9756","2.9756","2.9756"
"82472","82471","82471","82471","3.0137","3.0137","3.0137"
"82475","82474","82474","82474","3.0191","3.0191","3.0191"
"82481","82480","82480","82480","2.9899","2.9899","2.9899"
"82503","82502","82502","82502","2.9852","2.9852","2.9852"
"82526","82525","82525","82525","2.9885","2.9885","2.9885"
"82530","82529","82529","82529","3.0069","3.0069","3.0069"
"82533","82532","82532","82532","3.0212","3.0212","3.0212"
"82534","82533","82533","82533","2.9936","2.9936","2.9936"
"82539","82538","82538","82538","2.9842","2.9842","2.9842"
"82550","82549","82549","82549","2.9942","2.9942","2.9942"
"82558","82557","82557","82557","3.0063","3.0063","3.0063"
"82579","82578","82578","82578","2.9949","2.9949","2.9949"
"82605","82604","82604","82604","3.0275","3.0275","3.0275"
"82624","82623","82623","82623","3.0029","3.0029","3.0029"
"82630","82629","82629","82629","3.0151","3.0151","3.0151"
"82632","82631","82631","82631","2.9961","2.9961","2.9961"
"82642","82641","82641","82641","3.0288","3.0288","3.0288"
"82646","82645","82645","82645","3.0248","3.0248","3.0248"
"82674","82673","82673","82673","2.9898","2.9898","2.9898"
"82680","82679","82679","82679","3.0347","3.0347","3.0347"
"82681","82680","82680","82680","3.0008","3.0008","3.0008"
"82692","82691","82691","82691","2.9805","2.9805","2.9805"
"82702","82701","82701","82701","3.0124","3.0124","3.0124"
"82703","82702","82702","82702","2.9806","2.9806","2.9806"
"82709","82708","82708","82708","2.9946","2.9946","2.9946"
"82716","82715","82715","82715","3.0021","3.0021","3.0021"
"82722","82721","82721","82721","2.9869","2.9869","2.9869"
"82745","82744","82744","82744","3.021","3.021","3.021"
"82749","82748","82748","82748","3.0133","3.0133","3.0133"
"82768","82767","82767","82767","2.9869","2.9869","2.9869"
"82780","82779","82779","82779","3.0005","3.0005","3.0005"
"82792","82791","82791","82791","2.99","2.99","2.99"
"82803","82802","82802","82802","3.0285","3.0285","3.0285"
"82819","82818","82818","82818","2.9772","2.9772","2.9772"
"82837","82836","82836","82836","3.0407","3.0407","3.0407"
"82844","82843","82843","82843","3.0029","3.0029","3.0029"
"82847","82846","82846","82846","3.0154","3.0154","3.0154"
"82849","82848","82848","82848","3.0044","3.0044","3.0044"
"82850","82849","82849","82849","3.0039","3.0039","3.0039"
"82863","82862","82862","82862","3.0076","3.0076","3.0076"
"82876","82875","82875","82875","3.0195","3.0195","3.0195"
"82891","82890","82890","82890","2.9979","2.9979","2.9979"
"82903","82902","82902","82902","3.0156","3.0156","3.0156"
"82907","82906","82906","82906","2.9967","2.9967","2.9967"
"82923","82922","82922","82922","3.0228","3.0228","3.0228"
"82949","82948","82948","82948","3.0271","3.0271","3.0271"
"82950","82949","82949","82949","3.0211","3.0211","3.0211"
"82953","82952","82952","82952","3.0068","3.0068","3.0068"
"82960","82959","82959","82959","3.0023","3.0023","3.0023"
"82962","82961","82961","82961","3.0124","3.0124","3.0124"
"82965","82964","82964","82964","3.0164","3.0164","3.0164"
"82971","82970","82970","82970","3.0315","3.0315","3.0315"
"82988","82987","82987","82987","3.0125","3.0125","3.0125"
"82994","82993","82993","82993","3.0008","3.0008","3.0008"
"82995","82994","82994","82994","3.0032","3.0032","3.0032"
"83026","83025","83025","83025","3.0118","3.0118","3.0118"
"83034","83033","83033","83033","3.0269","3.0269","3.0269"
"83044","83043","83043","83043","3.012","3.012","3.012"
"83069","83068","83068","83068","2.9985","2.9985","2.9985"
"83071","83070","83070","83070","3.0097","3.0097","3.0097"
"83073","83072","83072","83072","2.9992","2.9992","2.9992"
"83085","83084","83084","83084","2.9974","2.9974","2.9974"
"83093","83092","83092","83092","3.0011","3.0011","3.0011"
"83102","83101","83101","83101","3.0052","3.0052","3.0052"
"83115","83114","83114","83114","3.0142","3.0142","3.0142"
"83118","83117","83117","83117","3.0013","3.0013","3.0013"
"83134","83133","83133","83133","3.0293","3.0293","3.0293"
"83137","83136","83136","83136","3.0095","3.0095","3.0095"
"83138","83137","83137","83137","3.0059","3.0059","3.0059"
"83154","83153","83153","83153","2.9945","2.9945","2.9945"
"83156","83155","83155","83155","3.0017","3.0017","3.0017"
"83163","83162","83162","83162","2.9718","2.9718","2.9718"
"83164","83163","83163","83163","2.9926","2.9926","2.9926"
"83187","83186","83186","83186","3.0114","3.0114","3.0114"
"83191","83190","83190","83190","3.0193","3.0193","3.0193"
"83212","83211","83211","83211","2.9842","2.9842","2.9842"
"83223","83222","83222","83222","2.9929","2.9929","2.9929"
"83243","83242","83242","83242","2.9891","2.9891","2.9891"
"83262","83261","83261","83261","2.9953","2.9953","2.9953"
"83274","83273","83273","83273","3.0013","3.0013","3.0013"
"83284","83283","83283","83283","2.9956","2.9956","2.9956"
"83285","83284","83284","83284","2.9835","2.9835","2.9835"
"83292","83291","83291","83291","2.9901","2.9901","2.9901"
"83295","83294","83294","83294","3.0051","3.0051","3.0051"
"83304","83303","83303","83303","2.9748","2.9748","2.9748"
"83305","83304","83304","83304","2.9775","2.9775","2.9775"
"83311","83310","83310","83310","3.0027","3.0027","3.0027"
"83314","83313","83313","83313","3.0144","3.0144","3.0144"
"83316","83315","83315","83315","3.0081","3.0081","3.0081"
"83345","83344","83344","83344","2.9874","2.9874","2.9874"
"83352","83351","83351","83351","3.0002","3.0002","3.0002"
"83363","83362","83362","83362","2.9939","2.9939","2.9939"
"83365","83364","83364","83364","2.9902","2.9902","2.9902"
"83372","83371","83371","83371","3.0028","3.0028","3.0028"
"83377","83376","83376","83376","3.0222","3.0222","3.0222"
"83390","83389","83389","83389","2.9896","2.9896","2.9896"
"83400","83399","83399","83399","3.0355","3.0355","3.0355"
"83414","83413","83413","83413","3.0061","3.0061","3.0061"
"83428","83427","83427","83427","2.9859","2.9859","2.9859"
"83439","83438","83438","83438","3.0159","3.0159","3.0159"
"83447","83446","83446","83446","2.994","2.994","2.994"
"83478","83477","83477","83477","2.9887","2.9887","2.9887"
"83486","83485","83485","83485","2.9933","2.9933","2.9933"
"83488","83487","83487","83487","3.0087","3.0087","3.0087"
"83490","83489","83489","83489","3.0136","3.0136","3.0136"
"83500","83499","83499","83499","2.9628","2.9628","2.9628"
"83510","83509","83509","83509","2.9986","2.9986","2.9986"
"83519","83518","83518","83518","3.0013","3.0013","3.0013"
"83529","83528","83528","83528","3.0292","3.0292","3.0292"
"83556","83555","83555","83555","3.0107","3.0107","3.0107"
"83560","83559","83559","83559","3.0071","3.0071","3.0071"
"83567","83566","83566","83566","3.0066","3.0066","3.0066"
"83569","83568","83568","83568","2.9927","2.9927","2.9927"
"83570","83569","83569","83569","2.9933","2.9933","2.9933"
"83573","83572","83572","83572","2.9957","2.9957","2.9957"
"83630","83629","83629","83629","2.9938","2.9938","2.9938"
"83632","83631","83631","83631","2.9797","2.9797","2.9797"
"83643","83642","83642","83642","3.009","3.009","3.009"
"83651","83650","83650","83650","2.9919","2.9919","2.9919"
"83669","83668","83668","83668","3.0283","3.0283","3.0283"
"83681","83680","83680","83680","3.0193","3.0193","3.0193"
"83688","83687","83687","83687","3.0221","3.0221","3.0221"
"83691","83690","83690","83690","3.0204","3.0204","3.0204"
"83698","83697","83697","83697","3.0268","3.0268","3.0268"
"83701","83700","83700","83700","3.0062","3.0062","3.0062"
"83706","83705","83705","83705","3.0477","3.0477","3.0477"
"83715","83714","83714","83714","2.9915","2.9915","2.9915"
"83721","83720","83720","83720","3.0015","3.0015","3.0015"
"83724","83723","83723","83723","2.9861","2.9861","2.9861"
"83745","83744","83744","83744","3.0042","3.0042","3.0042"
"83757","83756","83756","83756","3.0149","3.0149","3.0149"
"83768","83767","83767","83767","2.9982","2.9982","2.9982"
"83772","83771","83771","83771","3.0276","3.0276","3.0276"
"83794","83793","83793","83793","2.9738","2.9738","2.9738"
"83801","83800","83800","83800","3.0164","3.0164","3.0164"
"83809","83808","83808","83808","2.9871","2.9871","2.9871"
"83821","83820","83820","83820","2.9946","2.9946","2.9946"
"83825","83824","83824","83824","3.0407","3.0407","3.0407"
"83834","83833","83833","83833","3.0279","3.0279","3.0279"
"83841","83840","83840","83840","2.97","2.97","2.97"
"83847","83846","83846","83846","2.985","2.985","2.985"
"83852","83851","83851","83851","2.9673","2.9673","2.9673"
"83865","83864","83864","83864","2.9634","2.9634","2.9634"
"83877","83876","83876","83876","3.0021","3.0021","3.0021"
"83882","83881","83881","83881","3.0174","3.0174","3.0174"
"83892","83891","83891","83891","3.0035","3.0035","3.0035"
"83896","83895","83895","83895","3.0025","3.0025","3.0025"
"83900","83899","83899","83899","3.0149","3.0149","3.0149"
"83903","83902","83902","83902","3.0101","3.0101","3.0101"
"83918","83917","83917","83917","2.9994","2.9994","2.9994"
"83920","83919","83919","83919","3.0091","3.0091","3.0091"
"83935","83934","83934","83934","3.0168","3.0168","3.0168"
"83943","83942","83942","83942","3.0308","3.0308","3.0308"
"83953","83952","83952","83952","3.0131","3.0131","3.0131"
"83972","83971","83971","83971","2.9836","2.9836","2.9836"
"83974","83973","83973","83973","3.0309","3.0309","3.0309"
"83983","83982","83982","83982","2.9983","2.9983","2.9983"
"84008","84007","84007","84007","2.9792","2.9792","2.9792"
"84021","84020","84020","84020","2.9991","2.9991","2.9991"
"84037","84036","84036","84036","3.0052","3.0052","3.0052"
"84040","84039","84039","84039","2.9827","2.9827","2.9827"
"84046","84045","84045","84045","2.9904","2.9904","2.9904"
"84047","84046","84046","84046","3.0367","3.0367","3.0367"
"84063","84062","84062","84062","2.9941","2.9941","2.9941"
"84071","84070","84070","84070","3.0183","3.0183","3.0183"
"84073","84072","84072","84072","2.9921","2.9921","2.9921"
"84074","84073","84073","84073","3.0141","3.0141","3.0141"
"84093","84092","84092","84092","2.9995","2.9995","2.9995"
"84096","84095","84095","84095","3.0006","3.0006","3.0006"
"84098","84097","84097","84097","2.9957","2.9957","2.9957"
"84139","84138","84138","84138","2.9898","2.9898","2.9898"
"84142","84141","84141","84141","3.0005","3.0005","3.0005"
"84150","84149","84149","84149","3.0083","3.0083","3.0083"
"84151","84150","84150","84150","2.9852","2.9852","2.9852"
"84167","84166","84166","84166","2.9759","2.9759","2.9759"
"84170","84169","84169","84169","3.0012","3.0012","3.0012"
"84191","84190","84190","84190","2.9677","2.9677","2.9677"
"84195","84194","84194","84194","2.9973","2.9973","2.9973"
"84199","84198","84198","84198","2.973","2.973","2.973"
"84209","84208","84208","84208","2.9947","2.9947","2.9947"
"84213","84212","84212","84212","3.048","3.048","3.048"
"84214","84213","84213","84213","2.9931","2.9931","2.9931"
"84222","84221","84221","84221","3.0146","3.0146","3.0146"
"84223","84222","84222","84222","2.9742","2.9742","2.9742"
"84239","84238","84238","84238","2.986","2.986","2.986"
"84240","84239","84239","84239","2.9665","2.9665","2.9665"
"84244","84243","84243","84243","3.0005","3.0005","3.0005"
"84245","84244","84244","84244","2.9664","2.9664","2.9664"
"84275","84274","84274","84274","2.9898","2.9898","2.9898"
"84276","84275","84275","84275","2.9912","2.9912","2.9912"
"84309","84308","84308","84308","3.0215","3.0215","3.0215"
"84310","84309","84309","84309","3.0185","3.0185","3.0185"
"84320","84319","84319","84319","2.9991","2.9991","2.9991"
"84323","84322","84322","84322","3.0187","3.0187","3.0187"
"84352","84351","84351","84351","2.9906","2.9906","2.9906"
"84357","84356","84356","84356","3.0135","3.0135","3.0135"
"84370","84369","84369","84369","3.0147","3.0147","3.0147"
"84376","84375","84375","84375","3.0113","3.0113","3.0113"
"84385","84384","84384","84384","3.0479","3.0479","3.0479"
"84393","84392","84392","84392","3.0011","3.0011","3.0011"
"84416","84415","84415","84415","2.9858","2.9858","2.9858"
"84421","84420","84420","84420","2.9855","2.9855","2.9855"
"84435","84434","84434","84434","2.9716","2.9716","2.9716"
"84440","84439","84439","84439","3.0171","3.0171","3.0171"
"84443","84442","84442","84442","2.9853","2.9853","2.9853"
"84450","84449","84449","84449","3.0263","3.0263","3.0263"
"84456","84455","84455","84455","3.0045","3.0045","3.0045"
"84463","84462","84462","84462","2.9752","2.9752","2.9752"
"84479","84478","84478","84478","2.9841","2.9841","2.9841"
"84491","84490","84490","84490","2.9938","2.9938","2.9938"
"84510","84509","84509","84509","2.9991","2.9991","2.9991"
"84516","84515","84515","84515","2.9545","2.9545","2.9545"
"84544","84543","84543","84543","2.9942","2.9942","2.9942"
"84552","84551","84551","84551","3.0046","3.0046","3.0046"
"84557","84556","84556","84556","3.0086","3.0086","3.0086"
"84559","84558","84558","84558","2.9948","2.9948","2.9948"
"84562","84561","84561","84561","2.9867","2.9867","2.9867"
"84571","84570","84570","84570","3.0164","3.0164","3.0164"
"84602","84601","84601","84601","2.9953","2.9953","2.9953"
"84634","84633","84633","84633","3.0122","3.0122","3.0122"
"84637","84636","84636","84636","3.0259","3.0259","3.0259"
"84657","84656","84656","84656","3.0028","3.0028","3.0028"
"84660","84659","84659","84659","2.9613","2.9613","2.9613"
"84664","84663","84663","84663","2.996","2.996","2.996"
"84669","84668","84668","84668","2.9744","2.9744","2.9744"
"84687","84686","84686","84686","2.9782","2.9782","2.9782"
"84694","84693","84693","84693","3.0079","3.0079","3.0079"
"84705","84704","84704","84704","3.0185","3.0185","3.0185"
"84707","84706","84706","84706","3.0192","3.0192","3.0192"
"84714","84713","84713","84713","3.005","3.005","3.005"
"84728","84727","84727","84727","3.015","3.015","3.015"
"84742","84741","84741","84741","2.9859","2.9859","2.9859"
"84776","84775","84775","84775","2.9717","2.9717","2.9717"
"84781","84780","84780","84780","2.9671","2.9671","2.9671"
"84786","84785","84785","84785","3.011","3.011","3.011"
"84799","84798","84798","84798","2.9995","2.9995","2.9995"
"84800","84799","84799","84799","2.9923","2.9923","2.9923"
"84806","84805","84805","84805","3.0028","3.0028","3.0028"
"84819","84818","84818","84818","2.9782","2.9782","2.9782"
"84835","84834","84834","84834","2.9836","2.9836","2.9836"
"84871","84870","84870","84870","2.9898","2.9898","2.9898"
"84880","84879","84879","84879","2.9764","2.9764","2.9764"
"84884","84883","84883","84883","2.996","2.996","2.996"
"84888","84887","84887","84887","2.9961","2.9961","2.9961"
"84897","84896","84896","84896","2.9856","2.9856","2.9856"
"84911","84910","84910","84910","2.9937","2.9937","2.9937"
"84939","84938","84938","84938","3.0037","3.0037","3.0037"
"84955","84954","84954","84954","2.9696","2.9696","2.9696"
"84986","84985","84985","84985","3.0239","3.0239","3.0239"
"84995","84994","84994","84994","2.9904","2.9904","2.9904"
"85008","85007","85007","85007","3.0187","3.0187","3.0187"
"85009","85008","85008","85008","2.9799","2.9799","2.9799"
"85010","85009","85009","85009","2.9856","2.9856","2.9856"
"85012","85011","85011","85011","2.9942","2.9942","2.9942"
"85032","85031","85031","85031","3.0111","3.0111","3.0111"
"85037","85036","85036","85036","3.0267","3.0267","3.0267"
"85038","85037","85037","85037","2.9999","2.9999","2.9999"
"85041","85040","85040","85040","3.0056","3.0056","3.0056"
"85046","85045","85045","85045","3.0189","3.0189","3.0189"
"85069","85068","85068","85068","3.0175","3.0175","3.0175"
"85074","85073","85073","85073","2.9946","2.9946","2.9946"
"85077","85076","85076","85076","3.0089","3.0089","3.0089"
"85097","85096","85096","85096","2.9854","2.9854","2.9854"
"85098","85097","85097","85097","3.0058","3.0058","3.0058"
"85103","85102","85102","85102","3.0142","3.0142","3.0142"
"85104","85103","85103","85103","3.0127","3.0127","3.0127"
"85117","85116","85116","85116","3.0208","3.0208","3.0208"
"85118","85117","85117","85117","2.9894","2.9894","2.9894"
"85120","85119","85119","85119","3.0063","3.0063","3.0063"
"85136","85135","85135","85135","2.9962","2.9962","2.9962"
"85179","85178","85178","85178","2.9931","2.9931","2.9931"
"85192","85191","85191","85191","3.006","3.006","3.006"
"85197","85196","85196","85196","2.9939","2.9939","2.9939"
"85218","85217","85217","85217","2.9901","2.9901","2.9901"
"85225","85224","85224","85224","3.0316","3.0316","3.0316"
"85226","85225","85225","85225","2.9932","2.9932","2.9932"
"85249","85248","85248","85248","3.0313","3.0313","3.0313"
"85251","85250","85250","85250","3.0059","3.0059","3.0059"
"85256","85255","85255","85255","2.9913","2.9913","2.9913"
"85259","85258","85258","85258","2.9883","2.9883","2.9883"
"85261","85260","85260","85260","3.001","3.001","3.001"
"85267","85266","85266","85266","2.9911","2.9911","2.9911"
"85278","85277","85277","85277","3.0114","3.0114","3.0114"
"85279","85278","85278","85278","2.9731","2.9731","2.9731"
"85286","85285","85285","85285","2.9835","2.9835","2.9835"
"85294","85293","85293","85293","2.9759","2.9759","2.9759"
"85305","85304","85304","85304","2.986","2.986","2.986"
"85312","85311","85311","85311","2.9983","2.9983","2.9983"
"85316","85315","85315","85315","2.996","2.996","2.996"
"85320","85319","85319","85319","2.9844","2.9844","2.9844"
"85323","85322","85322","85322","3.0109","3.0109","3.0109"
"85334","85333","85333","85333","2.9967","2.9967","2.9967"
"85351","85350","85350","85350","2.991","2.991","2.991"
"85358","85357","85357","85357","3.0067","3.0067","3.0067"
"85372","85371","85371","85371","3.0095","3.0095","3.0095"
"85378","85377","85377","85377","2.9656","2.9656","2.9656"
"85386","85385","85385","85385","3.0036","3.0036","3.0036"
"85387","85386","85386","85386","2.9949","2.9949","2.9949"
"85400","85399","85399","85399","2.9993","2.9993","2.9993"
"85402","85401","85401","85401","3.0056","3.0056","3.0056"
"85411","85410","85410","85410","2.9856","2.9856","2.9856"
"85417","85416","85416","85416","3.0195","3.0195","3.0195"
"85430","85429","85429","85429","3.0095","3.0095","3.0095"
"85433","85432","85432","85432","2.9504","2.9504","2.9504"
"85435","85434","85434","85434","2.9994","2.9994","2.9994"
"85436","85435","85435","85435","2.9912","2.9912","2.9912"
"85441","85440","85440","85440","3.0298","3.0298","3.0298"
"85447","85446","85446","85446","2.994","2.994","2.994"
"85450","85449","85449","85449","2.9894","2.9894","2.9894"
"85453","85452","85452","85452","3.0002","3.0002","3.0002"
"85482","85481","85481","85481","3.0044","3.0044","3.0044"
"85489","85488","85488","85488","3.0083","3.0083","3.0083"
"85492","85491","85491","85491","2.9797","2.9797","2.9797"
"85497","85496","85496","85496","2.9911","2.9911","2.9911"
"85508","85507","85507","85507","3.021","3.021","3.021"
"85515","85514","85514","85514","2.9841","2.9841","2.9841"
"85521","85520","85520","85520","2.9887","2.9887","2.9887"
"85522","85521","85521","85521","3.0064","3.0064","3.0064"
"85533","85532","85532","85532","3.0029","3.0029","3.0029"
"85544","85543","85543","85543","2.9899","2.9899","2.9899"
"85548","85547","85547","85547","2.9948","2.9948","2.9948"
"85551","85550","85550","85550","2.9697","2.9697","2.9697"
"85556","85555","85555","85555","3.0035","3.0035","3.0035"
"85575","85574","85574","85574","2.9865","2.9865","2.9865"
"85576","85575","85575","85575","3.014","3.014","3.014"
"85586","85585","85585","85585","3.0123","3.0123","3.0123"
"85587","85586","85586","85586","2.9868","2.9868","2.9868"
"85619","85618","85618","85618","3.0035","3.0035","3.0035"
"85643","85642","85642","85642","2.9847","2.9847","2.9847"
"85666","85665","85665","85665","2.9978","2.9978","2.9978"
"85670","85669","85669","85669","3.0115","3.0115","3.0115"
"85676","85675","85675","85675","2.9995","2.9995","2.9995"
"85690","85689","85689","85689","2.9831","2.9831","2.9831"
"85696","85695","85695","85695","2.9935","2.9935","2.9935"
"85706","85705","85705","85705","3.009","3.009","3.009"
"85742","85741","85741","85741","2.9726","2.9726","2.9726"
"85749","85748","85748","85748","3.021","3.021","3.021"
"85756","85755","85755","85755","2.9695","2.9695","2.9695"
"85761","85760","85760","85760","2.9975","2.9975","2.9975"
"85779","85778","85778","85778","3.0269","3.0269","3.0269"
"85796","85795","85795","85795","3.0028","3.0028","3.0028"
"85809","85808","85808","85808","2.9813","2.9813","2.9813"
"85815","85814","85814","85814","3.0086","3.0086","3.0086"
"85819","85818","85818","85818","3.0066","3.0066","3.0066"
"85831","85830","85830","85830","2.9814","2.9814","2.9814"
