"train/global_step","SmolLM-14m-Dolma-v0.1-Base-untied-162m-zloss-lr6e4 - _step","SmolLM-14m-Dolma-v0.1-Base-untied-162m-zloss-lr6e4 - _step__MIN","SmolLM-14m-Dolma-v0.1-Base-untied-162m-zloss-lr6e4 - _step__MAX","SmolLM-14m-Dolma-v0.1-Base-untied-162m-zloss-lr6e4 - train/loss","MIN","MAX"
"65810","65809","65809","65809","3.0071","3.0071","3.0071"
"65814","65813","65813","65813","3.0355","3.0355","3.0355"
"65815","65814","65814","65814","3.0082","3.0082","3.0082"
"65818","65817","65817","65817","3.0422","3.0422","3.0422"
"65828","65827","65827","65827","3.0278","3.0278","3.0278"
"65832","65831","65831","65831","3.0178","3.0178","3.0178"
"65840","65839","65839","65839","2.9965","2.9965","2.9965"
"65854","65853","65853","65853","3.0191","3.0191","3.0191"
"65880","65879","65879","65879","3.0167","3.0167","3.0167"
"65890","65889","65889","65889","3.0205","3.0205","3.0205"
"65923","65922","65922","65922","3.0065","3.0065","3.0065"
"65928","65927","65927","65927","2.9788","2.9788","2.9788"
"65938","65937","65937","65937","3.0147","3.0147","3.0147"
"65952","65951","65951","65951","3.0282","3.0282","3.0282"
"65963","65962","65962","65962","2.9931","2.9931","2.9931"
"65982","65981","65981","65981","2.9643","2.9643","2.9643"
"65995","65994","65994","65994","3.0318","3.0318","3.0318"
"66025","66024","66024","66024","3.0266","3.0266","3.0266"
"66026","66025","66025","66025","3.0115","3.0115","3.0115"
"66029","66028","66028","66028","2.999","2.999","2.999"
"66040","66039","66039","66039","3.0204","3.0204","3.0204"
"66045","66044","66044","66044","3.0145","3.0145","3.0145"
"66066","66065","66065","66065","2.985","2.985","2.985"
"66068","66067","66067","66067","2.9929","2.9929","2.9929"
"66090","66089","66089","66089","2.9999","2.9999","2.9999"
"66095","66094","66094","66094","3.0282","3.0282","3.0282"
"66125","66124","66124","66124","3.0254","3.0254","3.0254"
"66129","66128","66128","66128","3.0126","3.0126","3.0126"
"66149","66148","66148","66148","3.0179","3.0179","3.0179"
"66152","66151","66151","66151","3.032","3.032","3.032"
"66178","66177","66177","66177","3.0174","3.0174","3.0174"
"66180","66179","66179","66179","3.0139","3.0139","3.0139"
"66192","66191","66191","66191","3.0124","3.0124","3.0124"
"66208","66207","66207","66207","2.9862","2.9862","2.9862"
"66214","66213","66213","66213","3.03","3.03","3.03"
"66215","66214","66214","66214","3.026","3.026","3.026"
"66217","66216","66216","66216","3.0222","3.0222","3.0222"
"66222","66221","66221","66221","3.012","3.012","3.012"
"66225","66224","66224","66224","3.0063","3.0063","3.0063"
"66229","66228","66228","66228","3.0037","3.0037","3.0037"
"66239","66238","66238","66238","3.0138","3.0138","3.0138"
"66245","66244","66244","66244","2.9824","2.9824","2.9824"
"66247","66246","66246","66246","3.0076","3.0076","3.0076"
"66261","66260","66260","66260","3.0025","3.0025","3.0025"
"66273","66272","66272","66272","3.0463","3.0463","3.0463"
"66280","66279","66279","66279","3.0199","3.0199","3.0199"
"66283","66282","66282","66282","3.0156","3.0156","3.0156"
"66287","66286","66286","66286","2.9806","2.9806","2.9806"
"66316","66315","66315","66315","3.0151","3.0151","3.0151"
"66321","66320","66320","66320","3.0072","3.0072","3.0072"
"66327","66326","66326","66326","2.9968","2.9968","2.9968"
"66335","66334","66334","66334","3.0295","3.0295","3.0295"
"66347","66346","66346","66346","3.028","3.028","3.028"
"66348","66347","66347","66347","3.0199","3.0199","3.0199"
"66351","66350","66350","66350","3.0184","3.0184","3.0184"
"66357","66356","66356","66356","3.0246","3.0246","3.0246"
"66361","66360","66360","66360","2.9853","2.9853","2.9853"
"66368","66367","66367","66367","3.0339","3.0339","3.0339"
"66380","66379","66379","66379","2.9956","2.9956","2.9956"
"66401","66400","66400","66400","3.0274","3.0274","3.0274"
"66402","66401","66401","66401","3.017","3.017","3.017"
"66423","66422","66422","66422","3.0317","3.0317","3.0317"
"66425","66424","66424","66424","3.0188","3.0188","3.0188"
"66462","66461","66461","66461","3.0094","3.0094","3.0094"
"66463","66462","66462","66462","2.9962","2.9962","2.9962"
"66472","66471","66471","66471","3.0363","3.0363","3.0363"
"66482","66481","66481","66481","3.0219","3.0219","3.0219"
"66487","66486","66486","66486","3.0117","3.0117","3.0117"
"66493","66492","66492","66492","3.0356","3.0356","3.0356"
"66494","66493","66493","66493","3.0019","3.0019","3.0019"
"66496","66495","66495","66495","3.0279","3.0279","3.0279"
"66500","66499","66499","66499","3.0213","3.0213","3.0213"
"66508","66507","66507","66507","3.0177","3.0177","3.0177"
"66515","66514","66514","66514","3.0215","3.0215","3.0215"
"66519","66518","66518","66518","3.0088","3.0088","3.0088"
"66527","66526","66526","66526","3.0016","3.0016","3.0016"
"66530","66529","66529","66529","3.0063","3.0063","3.0063"
"66540","66539","66539","66539","3.0079","3.0079","3.0079"
"66547","66546","66546","66546","2.9846","2.9846","2.9846"
"66573","66572","66572","66572","3.0043","3.0043","3.0043"
"66578","66577","66577","66577","3.0373","3.0373","3.0373"
"66587","66586","66586","66586","3.002","3.002","3.002"
"66588","66587","66587","66587","3.011","3.011","3.011"
"66589","66588","66588","66588","3.0229","3.0229","3.0229"
"66598","66597","66597","66597","3.0038","3.0038","3.0038"
"66609","66608","66608","66608","3.0201","3.0201","3.0201"
"66625","66624","66624","66624","3.0069","3.0069","3.0069"
"66660","66659","66659","66659","3.0101","3.0101","3.0101"
"66670","66669","66669","66669","3.0192","3.0192","3.0192"
"66714","66713","66713","66713","2.9882","2.9882","2.9882"
"66725","66724","66724","66724","3.0282","3.0282","3.0282"
"66733","66732","66732","66732","3.0269","3.0269","3.0269"
"66735","66734","66734","66734","3.0243","3.0243","3.0243"
"66764","66763","66763","66763","3.0183","3.0183","3.0183"
"66767","66766","66766","66766","3.0247","3.0247","3.0247"
"66785","66784","66784","66784","2.9991","2.9991","2.9991"
"66796","66795","66795","66795","3.0198","3.0198","3.0198"
"66815","66814","66814","66814","2.9876","2.9876","2.9876"
"66826","66825","66825","66825","2.9964","2.9964","2.9964"
"66834","66833","66833","66833","3.0404","3.0404","3.0404"
"66837","66836","66836","66836","3.0278","3.0278","3.0278"
"66844","66843","66843","66843","3.0263","3.0263","3.0263"
"66846","66845","66845","66845","3.009","3.009","3.009"
"66848","66847","66847","66847","3.0158","3.0158","3.0158"
"66861","66860","66860","66860","3.0033","3.0033","3.0033"
"66866","66865","66865","66865","2.9908","2.9908","2.9908"
"66874","66873","66873","66873","3.0226","3.0226","3.0226"
"66876","66875","66875","66875","2.9892","2.9892","2.9892"
"66879","66878","66878","66878","3.0243","3.0243","3.0243"
"66880","66879","66879","66879","3.0277","3.0277","3.0277"
"66886","66885","66885","66885","2.9839","2.9839","2.9839"
"66910","66909","66909","66909","3.0422","3.0422","3.0422"
"66919","66918","66918","66918","3.0039","3.0039","3.0039"
"66922","66921","66921","66921","2.9935","2.9935","2.9935"
"66924","66923","66923","66923","3.0017","3.0017","3.0017"
"66927","66926","66926","66926","3.0033","3.0033","3.0033"
"66931","66930","66930","66930","2.9995","2.9995","2.9995"
"66954","66953","66953","66953","3.0012","3.0012","3.0012"
"66966","66965","66965","66965","2.9938","2.9938","2.9938"
"67000","66999","66999","66999","2.9903","2.9903","2.9903"
"67012","67011","67011","67011","3.0308","3.0308","3.0308"
"67035","67034","67034","67034","3.0163","3.0163","3.0163"
"67037","67036","67036","67036","3.0319","3.0319","3.0319"
"67045","67044","67044","67044","3.021","3.021","3.021"
"67047","67046","67046","67046","3.0029","3.0029","3.0029"
"67057","67056","67056","67056","3.0275","3.0275","3.0275"
"67080","67079","67079","67079","2.9972","2.9972","2.9972"
"67087","67086","67086","67086","3.0252","3.0252","3.0252"
"67091","67090","67090","67090","2.9929","2.9929","2.9929"
"67114","67113","67113","67113","3.023","3.023","3.023"
"67143","67142","67142","67142","3.0327","3.0327","3.0327"
"67150","67149","67149","67149","3.025","3.025","3.025"
"67155","67154","67154","67154","3.033","3.033","3.033"
"67157","67156","67156","67156","3.0474","3.0474","3.0474"
"67190","67189","67189","67189","3.0137","3.0137","3.0137"
"67199","67198","67198","67198","3.0197","3.0197","3.0197"
"67200","67199","67199","67199","3.0342","3.0342","3.0342"
"67211","67210","67210","67210","3.0073","3.0073","3.0073"
"67234","67233","67233","67233","2.991","2.991","2.991"
"67237","67236","67236","67236","3.0204","3.0204","3.0204"
"67239","67238","67238","67238","3.0039","3.0039","3.0039"
"67267","67266","67266","67266","3.0061","3.0061","3.0061"
"67281","67280","67280","67280","3.0049","3.0049","3.0049"
"67285","67284","67284","67284","3.0149","3.0149","3.0149"
"67300","67299","67299","67299","2.9879","2.9879","2.9879"
"67301","67300","67300","67300","3.0407","3.0407","3.0407"
"67315","67314","67314","67314","3.0304","3.0304","3.0304"
"67320","67319","67319","67319","3.0165","3.0165","3.0165"
"67322","67321","67321","67321","3.0425","3.0425","3.0425"
"67325","67324","67324","67324","3.0051","3.0051","3.0051"
"67326","67325","67325","67325","3.005","3.005","3.005"
"67347","67346","67346","67346","3.0074","3.0074","3.0074"
"67356","67355","67355","67355","3.0045","3.0045","3.0045"
"67358","67357","67357","67357","3.0461","3.0461","3.0461"
"67375","67374","67374","67374","3.0078","3.0078","3.0078"
"67383","67382","67382","67382","3.0137","3.0137","3.0137"
"67393","67392","67392","67392","3.0138","3.0138","3.0138"
"67397","67396","67396","67396","3.0231","3.0231","3.0231"
"67402","67401","67401","67401","3.003","3.003","3.003"
"67418","67417","67417","67417","3.0078","3.0078","3.0078"
"67429","67428","67428","67428","3.0187","3.0187","3.0187"
"67436","67435","67435","67435","3.0088","3.0088","3.0088"
"67438","67437","67437","67437","3.013","3.013","3.013"
"67439","67438","67438","67438","2.9793","2.9793","2.9793"
"67447","67446","67446","67446","3.0371","3.0371","3.0371"
"67456","67455","67455","67455","2.9936","2.9936","2.9936"
"67463","67462","67462","67462","3.0052","3.0052","3.0052"
"67465","67464","67464","67464","3.0043","3.0043","3.0043"
"67466","67465","67465","67465","3.0147","3.0147","3.0147"
"67467","67466","67466","67466","3.0316","3.0316","3.0316"
"67471","67470","67470","67470","3.0294","3.0294","3.0294"
"67488","67487","67487","67487","3.0011","3.0011","3.0011"
"67502","67501","67501","67501","3.0171","3.0171","3.0171"
"67514","67513","67513","67513","3.0192","3.0192","3.0192"
"67515","67514","67514","67514","3.0005","3.0005","3.0005"
"67524","67523","67523","67523","2.9953","2.9953","2.9953"
"67525","67524","67524","67524","3.0119","3.0119","3.0119"
"67535","67534","67534","67534","3.0236","3.0236","3.0236"
"67547","67546","67546","67546","3.0196","3.0196","3.0196"
"67548","67547","67547","67547","3.011","3.011","3.011"
"67565","67564","67564","67564","2.9887","2.9887","2.9887"
"67570","67569","67569","67569","3.0267","3.0267","3.0267"
"67575","67574","67574","67574","2.9981","2.9981","2.9981"
"67590","67589","67589","67589","3.0068","3.0068","3.0068"
"67605","67604","67604","67604","3.041","3.041","3.041"
"67625","67624","67624","67624","3.0024","3.0024","3.0024"
"67640","67639","67639","67639","3.0164","3.0164","3.0164"
"67642","67641","67641","67641","2.9999","2.9999","2.9999"
"67659","67658","67658","67658","3.0218","3.0218","3.0218"
"67665","67664","67664","67664","3.0133","3.0133","3.0133"
"67666","67665","67665","67665","2.9983","2.9983","2.9983"
"67690","67689","67689","67689","3.0205","3.0205","3.0205"
"67691","67690","67690","67690","2.9867","2.9867","2.9867"
"67697","67696","67696","67696","3.0111","3.0111","3.0111"
"67717","67716","67716","67716","2.9972","2.9972","2.9972"
"67718","67717","67717","67717","2.9946","2.9946","2.9946"
"67728","67727","67727","67727","3.0068","3.0068","3.0068"
"67730","67729","67729","67729","3.0157","3.0157","3.0157"
"67741","67740","67740","67740","3.0178","3.0178","3.0178"
"67745","67744","67744","67744","2.9907","2.9907","2.9907"
"67754","67753","67753","67753","3.0104","3.0104","3.0104"
"67785","67784","67784","67784","3.0084","3.0084","3.0084"
"67790","67789","67789","67789","2.9934","2.9934","2.9934"
"67818","67817","67817","67817","3.0161","3.0161","3.0161"
"67828","67827","67827","67827","3.0215","3.0215","3.0215"
"67831","67830","67830","67830","2.9884","2.9884","2.9884"
"67832","67831","67831","67831","2.9994","2.9994","2.9994"
"67839","67838","67838","67838","3.0085","3.0085","3.0085"
"67842","67841","67841","67841","3.0281","3.0281","3.0281"
"67871","67870","67870","67870","3.0341","3.0341","3.0341"
"67874","67873","67873","67873","3.0023","3.0023","3.0023"
"67878","67877","67877","67877","3.0089","3.0089","3.0089"
"67884","67883","67883","67883","3.0309","3.0309","3.0309"
"67885","67884","67884","67884","3.0089","3.0089","3.0089"
"67889","67888","67888","67888","3.0175","3.0175","3.0175"
"67892","67891","67891","67891","2.978","2.978","2.978"
"67897","67896","67896","67896","3.0158","3.0158","3.0158"
"67905","67904","67904","67904","3.0229","3.0229","3.0229"
"67906","67905","67905","67905","3.0436","3.0436","3.0436"
"67917","67916","67916","67916","2.9861","2.9861","2.9861"
"67957","67956","67956","67956","2.9976","2.9976","2.9976"
"67962","67961","67961","67961","3.0226","3.0226","3.0226"
"67964","67963","67963","67963","3.0174","3.0174","3.0174"
"67980","67979","67979","67979","3.0241","3.0241","3.0241"
"67994","67993","67993","67993","2.9986","2.9986","2.9986"
"67995","67994","67994","67994","3.0031","3.0031","3.0031"
"67999","67998","67998","67998","3.0185","3.0185","3.0185"
"68000","67999","67999","67999","3.0244","3.0244","3.0244"
"68008","68007","68007","68007","3.0047","3.0047","3.0047"
"68014","68013","68013","68013","3.0173","3.0173","3.0173"
"68019","68018","68018","68018","3.0152","3.0152","3.0152"
"68023","68022","68022","68022","3.0191","3.0191","3.0191"
"68028","68027","68027","68027","3.0191","3.0191","3.0191"
"68030","68029","68029","68029","2.9894","2.9894","2.9894"
"68032","68031","68031","68031","3.0005","3.0005","3.0005"
"68033","68032","68032","68032","3.0168","3.0168","3.0168"
"68034","68033","68033","68033","3.0114","3.0114","3.0114"
"68040","68039","68039","68039","3.0069","3.0069","3.0069"
"68041","68040","68040","68040","2.993","2.993","2.993"
"68043","68042","68042","68042","3.0056","3.0056","3.0056"
"68047","68046","68046","68046","3.0067","3.0067","3.0067"
"68049","68048","68048","68048","3.0376","3.0376","3.0376"
"68090","68089","68089","68089","3.0069","3.0069","3.0069"
"68092","68091","68091","68091","3.0142","3.0142","3.0142"
"68101","68100","68100","68100","3.0185","3.0185","3.0185"
"68103","68102","68102","68102","3.0218","3.0218","3.0218"
"68108","68107","68107","68107","3.0317","3.0317","3.0317"
"68141","68140","68140","68140","3.008","3.008","3.008"
"68154","68153","68153","68153","3.0078","3.0078","3.0078"
"68173","68172","68172","68172","3.0109","3.0109","3.0109"
"68199","68198","68198","68198","3.0236","3.0236","3.0236"
"68212","68211","68211","68211","3.0434","3.0434","3.0434"
"68240","68239","68239","68239","3.0228","3.0228","3.0228"
"68241","68240","68240","68240","3.0524","3.0524","3.0524"
"68246","68245","68245","68245","3.0069","3.0069","3.0069"
"68248","68247","68247","68247","2.9923","2.9923","2.9923"
"68273","68272","68272","68272","3.026","3.026","3.026"
"68290","68289","68289","68289","3.0029","3.0029","3.0029"
"68294","68293","68293","68293","2.9976","2.9976","2.9976"
"68301","68300","68300","68300","3.008","3.008","3.008"
"68305","68304","68304","68304","3.0241","3.0241","3.0241"
"68316","68315","68315","68315","3.0081","3.0081","3.0081"
"68326","68325","68325","68325","3.0235","3.0235","3.0235"
"68338","68337","68337","68337","2.9916","2.9916","2.9916"
"68352","68351","68351","68351","3.0268","3.0268","3.0268"
"68354","68353","68353","68353","2.9789","2.9789","2.9789"
"68356","68355","68355","68355","3.0306","3.0306","3.0306"
"68362","68361","68361","68361","3.0156","3.0156","3.0156"
"68368","68367","68367","68367","3.0215","3.0215","3.0215"
"68378","68377","68377","68377","3.019","3.019","3.019"
"68391","68390","68390","68390","3.0214","3.0214","3.0214"
"68395","68394","68394","68394","3.0186","3.0186","3.0186"
"68413","68412","68412","68412","3.0289","3.0289","3.0289"
"68432","68431","68431","68431","3.0122","3.0122","3.0122"
"68434","68433","68433","68433","2.9999","2.9999","2.9999"
"68437","68436","68436","68436","2.9892","2.9892","2.9892"
"68447","68446","68446","68446","2.9994","2.9994","2.9994"
"68449","68448","68448","68448","3.0074","3.0074","3.0074"
"68475","68474","68474","68474","3.0208","3.0208","3.0208"
"68476","68475","68475","68475","3.0257","3.0257","3.0257"
"68481","68480","68480","68480","3.0212","3.0212","3.0212"
"68482","68481","68481","68481","3.0087","3.0087","3.0087"
"68499","68498","68498","68498","2.9828","2.9828","2.9828"
"68503","68502","68502","68502","3.0388","3.0388","3.0388"
"68511","68510","68510","68510","2.9833","2.9833","2.9833"
"68521","68520","68520","68520","2.9937","2.9937","2.9937"
"68562","68561","68561","68561","2.9913","2.9913","2.9913"
