"train/global_step","SmolLM-14m-Dolma-v0.1-Base-tied-123m-zloss-lr6e4 - _step","SmolLM-14m-Dolma-v0.1-Base-tied-123m-zloss-lr6e4 - _step__MIN","SmolLM-14m-Dolma-v0.1-Base-tied-123m-zloss-lr6e4 - _step__MAX","SmolLM-14m-Dolma-v0.1-Base-tied-123m-zloss-lr6e4 - train/loss","MIN","MAX"
"4827","4826","4826","4826","3.6063","3.6063","3.6063"
"4840","4839","4839","4839","3.6025","3.6025","3.6025"
"4861","4860","4860","4860","3.5931","3.5931","3.5931"
"4868","4867","4867","4867","3.6047","3.6047","3.6047"
"4869","4868","4868","4868","3.6186","3.6186","3.6186"
"4878","4877","4877","4877","3.5817","3.5817","3.5817"
"4894","4893","4893","4893","3.6049","3.6049","3.6049"
"4904","4903","4903","4903","3.5739","3.5739","3.5739"
"4906","4905","4905","4905","3.5849","3.5849","3.5849"
"4919","4918","4918","4918","3.5774","3.5774","3.5774"
"4927","4926","4926","4926","3.5889","3.5889","3.5889"
"4928","4927","4927","4927","3.5566","3.5566","3.5566"
"4929","4928","4928","4928","3.569","3.569","3.569"
"4933","4932","4932","4932","3.5713","3.5713","3.5713"
"4943","4942","4942","4942","3.5928","3.5928","3.5928"
"4952","4951","4951","4951","3.5931","3.5931","3.5931"
"4953","4952","4952","4952","3.5709","3.5709","3.5709"
"4961","4960","4960","4960","3.5563","3.5563","3.5563"
"4963","4962","4962","4962","3.6016","3.6016","3.6016"
"4988","4987","4987","4987","3.5754","3.5754","3.5754"
"5021","5020","5020","5020","3.5517","3.5517","3.5517"
"5032","5031","5031","5031","3.5519","3.5519","3.5519"
"5033","5032","5032","5032","3.5341","3.5341","3.5341"
"5034","5033","5033","5033","3.5356","3.5356","3.5356"
"5037","5036","5036","5036","3.5461","3.5461","3.5461"
"5059","5058","5058","5058","3.5311","3.5311","3.5311"
"5069","5068","5068","5068","3.5562","3.5562","3.5562"
"5088","5087","5087","5087","3.5392","3.5392","3.5392"
"5092","5091","5091","5091","3.5337","3.5337","3.5337"
"5100","5099","5099","5099","3.5244","3.5244","3.5244"
"5107","5106","5106","5106","3.5281","3.5281","3.5281"
"5109","5108","5108","5108","3.5154","3.5154","3.5154"
"5127","5126","5126","5126","3.534","3.534","3.534"
"5157","5156","5156","5156","3.5355","3.5355","3.5355"
"5159","5158","5158","5158","3.51","3.51","3.51"
"5172","5171","5171","5171","3.5331","3.5331","3.5331"
"5175","5174","5174","5174","3.5451","3.5451","3.5451"
"5195","5194","5194","5194","3.5337","3.5337","3.5337"
"5199","5198","5198","5198","3.4985","3.4985","3.4985"
"5218","5217","5217","5217","3.504","3.504","3.504"
"5232","5231","5231","5231","3.5088","3.5088","3.5088"
"5233","5232","5232","5232","3.4973","3.4973","3.4973"
"5252","5251","5251","5251","3.5514","3.5514","3.5514"
"5267","5266","5266","5266","5.7009","5.7009","5.7009"
"5287","5286","5286","5286","4.4552","4.4552","4.4552"
"5293","5292","5292","5292","4.2905","4.2905","4.2905"
"5295","5294","5294","5294","4.3089","4.3089","4.3089"
"5297","5296","5296","5296","4.2578","4.2578","4.2578"
"5300","5299","5299","5299","4.1979","4.1979","4.1979"
"5301","5300","5300","5300","4.1951","4.1951","4.1951"
"5305","5304","5304","5304","4.0969","4.0969","4.0969"
"5323","5322","5322","5322","3.9553","3.9553","3.9553"
"5335","5334","5334","5334","3.8398","3.8398","3.8398"
"5346","5345","5345","5345","3.8281","3.8281","3.8281"
"5356","5355","5355","5355","3.7619","3.7619","3.7619"
"5368","5367","5367","5367","3.6809","3.6809","3.6809"
"5372","5371","5371","5371","3.6803","3.6803","3.6803"
"5389","5388","5388","5388","3.6531","3.6531","3.6531"
"5390","5389","5389","5389","3.6219","3.6219","3.6219"
"5400","5399","5399","5399","3.7014","3.7014","3.7014"
"5404","5403","5403","5403","3.6566","3.6566","3.6566"
"5408","5407","5407","5407","3.6591","3.6591","3.6591"
"5431","5430","5430","5430","3.6134","3.6134","3.6134"
"5454","5453","5453","5453","3.5829","3.5829","3.5829"
"5466","5465","5465","5465","3.606","3.606","3.606"
"5471","5470","5470","5470","3.5695","3.5695","3.5695"
"5479","5478","5478","5478","3.5769","3.5769","3.5769"
"5489","5488","5488","5488","3.5926","3.5926","3.5926"
"5494","5493","5493","5493","3.5798","3.5798","3.5798"
"5506","5505","5505","5505","3.5269","3.5269","3.5269"
"5572","5571","5571","5571","3.5217","3.5217","3.5217"
"5578","5577","5577","5577","3.5329","3.5329","3.5329"
"5594","5593","5593","5593","3.5246","3.5246","3.5246"
"5606","5605","5605","5605","3.5402","3.5402","3.5402"
"5609","5608","5608","5608","3.5242","3.5242","3.5242"
"5624","5623","5623","5623","3.5492","3.5492","3.5492"
"5628","5627","5627","5627","3.5212","3.5212","3.5212"
"5630","5629","5629","5629","3.5102","3.5102","3.5102"
"5660","5659","5659","5659","3.5345","3.5345","3.5345"
"5672","5671","5671","5671","3.517","3.517","3.517"
"5686","5685","5685","5685","3.5403","3.5403","3.5403"
"5698","5697","5697","5697","3.5293","3.5293","3.5293"
"5701","5700","5700","5700","3.5197","3.5197","3.5197"
"5719","5718","5718","5718","3.525","3.525","3.525"
"5722","5721","5721","5721","3.5059","3.5059","3.5059"
"5737","5736","5736","5736","3.4992","3.4992","3.4992"
"5756","5755","5755","5755","3.5202","3.5202","3.5202"
"5765","5764","5764","5764","3.5027","3.5027","3.5027"
"5767","5766","5766","5766","3.4896","3.4896","3.4896"
"5805","5804","5804","5804","3.4653","3.4653","3.4653"
"5806","5805","5805","5805","3.5014","3.5014","3.5014"
"5817","5816","5816","5816","3.5055","3.5055","3.5055"
"5841","5840","5840","5840","3.4667","3.4667","3.4667"
"5848","5847","5847","5847","3.4805","3.4805","3.4805"
"5854","5853","5853","5853","3.5313","3.5313","3.5313"
"5859","5858","5858","5858","3.4942","3.4942","3.4942"
"5875","5874","5874","5874","3.4878","3.4878","3.4878"
"5901","5900","5900","5900","3.4628","3.4628","3.4628"
"5902","5901","5901","5901","3.4783","3.4783","3.4783"
"5909","5908","5908","5908","3.4965","3.4965","3.4965"
"5917","5916","5916","5916","3.4643","3.4643","3.4643"
"5926","5925","5925","5925","3.4778","3.4778","3.4778"
"5942","5941","5941","5941","3.4892","3.4892","3.4892"
"5944","5943","5943","5943","3.4289","3.4289","3.4289"
"5950","5949","5949","5949","3.4791","3.4791","3.4791"
"5951","5950","5950","5950","3.4746","3.4746","3.4746"
"5952","5951","5951","5951","3.4828","3.4828","3.4828"
"5968","5967","5967","5967","3.4553","3.4553","3.4553"
"5978","5977","5977","5977","3.463","3.463","3.463"
"5979","5978","5978","5978","3.4702","3.4702","3.4702"
"6008","6007","6007","6007","3.4612","3.4612","3.4612"
"6019","6018","6018","6018","3.4645","3.4645","3.4645"
"6035","6034","6034","6034","3.4728","3.4728","3.4728"
"6040","6039","6039","6039","3.4614","3.4614","3.4614"
"6044","6043","6043","6043","3.4635","3.4635","3.4635"
"6058","6057","6057","6057","3.4544","3.4544","3.4544"
"6081","6080","6080","6080","3.4365","3.4365","3.4365"
"6084","6083","6083","6083","3.4329","3.4329","3.4329"
"6106","6105","6105","6105","3.4674","3.4674","3.4674"
"6114","6113","6113","6113","3.4238","3.4238","3.4238"
"6116","6115","6115","6115","3.4475","3.4475","3.4475"
"6117","6116","6116","6116","3.44","3.44","3.44"
"6130","6129","6129","6129","3.4586","3.4586","3.4586"
"6134","6133","6133","6133","3.4401","3.4401","3.4401"
"6138","6137","6137","6137","3.4418","3.4418","3.4418"
"6146","6145","6145","6145","3.4275","3.4275","3.4275"
"6154","6153","6153","6153","3.4091","3.4091","3.4091"
"6166","6165","6165","6165","3.4662","3.4662","3.4662"
"6169","6168","6168","6168","3.4449","3.4449","3.4449"
"6175","6174","6174","6174","3.4507","3.4507","3.4507"
"6176","6175","6175","6175","3.4533","3.4533","3.4533"
"6183","6182","6182","6182","3.4355","3.4355","3.4355"
"6186","6185","6185","6185","3.4605","3.4605","3.4605"
"6187","6186","6186","6186","3.4615","3.4615","3.4615"
"6189","6188","6188","6188","3.4321","3.4321","3.4321"
"6224","6223","6223","6223","3.4232","3.4232","3.4232"
"6238","6237","6237","6237","3.4364","3.4364","3.4364"
"6239","6238","6238","6238","3.4236","3.4236","3.4236"
"6242","6241","6241","6241","3.4502","3.4502","3.4502"
"6246","6245","6245","6245","3.4637","3.4637","3.4637"
"6249","6248","6248","6248","3.4515","3.4515","3.4515"
"6255","6254","6254","6254","3.442","3.442","3.442"
"6256","6255","6255","6255","3.4177","3.4177","3.4177"
"6283","6282","6282","6282","3.4137","3.4137","3.4137"
"6291","6290","6290","6290","3.407","3.407","3.407"
"6347","6346","6346","6346","3.4187","3.4187","3.4187"
"6351","6350","6350","6350","3.4358","3.4358","3.4358"
"6371","6370","6370","6370","3.4369","3.4369","3.4369"
"6373","6372","6372","6372","3.4287","3.4287","3.4287"
"6386","6385","6385","6385","3.4071","3.4071","3.4071"
"6387","6386","6386","6386","3.4189","3.4189","3.4189"
"6394","6393","6393","6393","3.4204","3.4204","3.4204"
"6396","6395","6395","6395","3.4577","3.4577","3.4577"
"6399","6398","6398","6398","3.4373","3.4373","3.4373"
"6403","6402","6402","6402","3.4066","3.4066","3.4066"
"6409","6408","6408","6408","3.4311","3.4311","3.4311"
"6411","6410","6410","6410","3.4121","3.4121","3.4121"
"6412","6411","6411","6411","3.4055","3.4055","3.4055"
"6414","6413","6413","6413","3.4063","3.4063","3.4063"
"6437","6436","6436","6436","3.4241","3.4241","3.4241"
"6447","6446","6446","6446","3.4228","3.4228","3.4228"
"6452","6451","6451","6451","3.4124","3.4124","3.4124"
"6456","6455","6455","6455","3.4374","3.4374","3.4374"
"6458","6457","6457","6457","3.4315","3.4315","3.4315"
"6465","6464","6464","6464","3.3981","3.3981","3.3981"
"6489","6488","6488","6488","3.4199","3.4199","3.4199"
"6493","6492","6492","6492","3.4124","3.4124","3.4124"
"6494","6493","6493","6493","3.4202","3.4202","3.4202"
"6523","6522","6522","6522","3.4218","3.4218","3.4218"
"6538","6537","6537","6537","3.418","3.418","3.418"
"6541","6540","6540","6540","3.4052","3.4052","3.4052"
"6552","6551","6551","6551","3.4285","3.4285","3.4285"
"6558","6557","6557","6557","3.436","3.436","3.436"
"6561","6560","6560","6560","3.429","3.429","3.429"
"6565","6564","6564","6564","3.3799","3.3799","3.3799"
"6567","6566","6566","6566","3.4253","3.4253","3.4253"
"6571","6570","6570","6570","3.4126","3.4126","3.4126"
"6572","6571","6571","6571","3.3781","3.3781","3.3781"
"6573","6572","6572","6572","3.4097","3.4097","3.4097"
"6575","6574","6574","6574","3.3912","3.3912","3.3912"
"6591","6590","6590","6590","3.4546","3.4546","3.4546"
"6592","6591","6591","6591","3.4225","3.4225","3.4225"
"6616","6615","6615","6615","3.4414","3.4414","3.4414"
"6624","6623","6623","6623","3.419","3.419","3.419"
"6625","6624","6624","6624","3.4085","3.4085","3.4085"
"6628","6627","6627","6627","3.4129","3.4129","3.4129"
"6629","6628","6628","6628","3.4093","3.4093","3.4093"
"6634","6633","6633","6633","3.4096","3.4096","3.4096"
"6641","6640","6640","6640","3.4114","3.4114","3.4114"
"6643","6642","6642","6642","3.4008","3.4008","3.4008"
"6656","6655","6655","6655","3.386","3.386","3.386"
"6663","6662","6662","6662","3.4554","3.4554","3.4554"
"6664","6663","6663","6663","3.4104","3.4104","3.4104"
"6681","6680","6680","6680","3.3856","3.3856","3.3856"
"6684","6683","6683","6683","3.4067","3.4067","3.4067"
"6688","6687","6687","6687","3.3878","3.3878","3.3878"
"6697","6696","6696","6696","3.4042","3.4042","3.4042"
"6699","6698","6698","6698","3.3924","3.3924","3.3924"
"6705","6704","6704","6704","3.3923","3.3923","3.3923"
"6738","6737","6737","6737","3.3792","3.3792","3.3792"
"6751","6750","6750","6750","3.4183","3.4183","3.4183"
"6759","6758","6758","6758","3.4204","3.4204","3.4204"
"6766","6765","6765","6765","3.4018","3.4018","3.4018"
"6768","6767","6767","6767","3.3691","3.3691","3.3691"
"6816","6815","6815","6815","3.4079","3.4079","3.4079"
"6820","6819","6819","6819","3.4247","3.4247","3.4247"
"6825","6824","6824","6824","3.3809","3.3809","3.3809"
"6828","6827","6827","6827","3.3955","3.3955","3.3955"
"6829","6828","6828","6828","3.4028","3.4028","3.4028"
"6833","6832","6832","6832","3.3673","3.3673","3.3673"
"6839","6838","6838","6838","3.3766","3.3766","3.3766"
"6840","6839","6839","6839","3.3961","3.3961","3.3961"
"6845","6844","6844","6844","3.4042","3.4042","3.4042"
"6849","6848","6848","6848","3.38","3.38","3.38"
"6853","6852","6852","6852","3.3675","3.3675","3.3675"
"6855","6854","6854","6854","3.4131","3.4131","3.4131"
"6866","6865","6865","6865","3.3871","3.3871","3.3871"
"6901","6900","6900","6900","3.3487","3.3487","3.3487"
"6911","6910","6910","6910","3.3925","3.3925","3.3925"
"6916","6915","6915","6915","3.376","3.376","3.376"
"6934","6933","6933","6933","3.3786","3.3786","3.3786"
"6936","6935","6935","6935","3.3473","3.3473","3.3473"
"6952","6951","6951","6951","3.3962","3.3962","3.3962"
"6964","6963","6963","6963","3.3789","3.3789","3.3789"
"6970","6969","6969","6969","3.3577","3.3577","3.3577"
"6973","6972","6972","6972","3.377","3.377","3.377"
"6996","6995","6995","6995","3.3702","3.3702","3.3702"
"7005","7004","7004","7004","3.3668","3.3668","3.3668"
"7010","7009","7009","7009","3.3558","3.3558","3.3558"
"7013","7012","7012","7012","3.358","3.358","3.358"
"7014","7013","7013","7013","3.3542","3.3542","3.3542"
"7024","7023","7023","7023","3.3533","3.3533","3.3533"
"7025","7024","7024","7024","3.3812","3.3812","3.3812"
"7034","7033","7033","7033","3.3786","3.3786","3.3786"
"7047","7046","7046","7046","3.3827","3.3827","3.3827"
"7056","7055","7055","7055","3.3527","3.3527","3.3527"
"7067","7066","7066","7066","3.4111","3.4111","3.4111"
"7074","7073","7073","7073","3.3559","3.3559","3.3559"
"7078","7077","7077","7077","3.3879","3.3879","3.3879"
"7082","7081","7081","7081","3.3618","3.3618","3.3618"
"7090","7089","7089","7089","3.3544","3.3544","3.3544"
"7091","7090","7090","7090","3.3526","3.3526","3.3526"
"7105","7104","7104","7104","3.3676","3.3676","3.3676"
"7109","7108","7108","7108","3.3676","3.3676","3.3676"
"7120","7119","7119","7119","3.3643","3.3643","3.3643"
"7121","7120","7120","7120","3.3657","3.3657","3.3657"
"7129","7128","7128","7128","3.3757","3.3757","3.3757"
"7156","7155","7155","7155","3.3695","3.3695","3.3695"
"7159","7158","7158","7158","3.3658","3.3658","3.3658"
"7193","7192","7192","7192","3.3823","3.3823","3.3823"
"7194","7193","7193","7193","3.3797","3.3797","3.3797"
"7199","7198","7198","7198","3.3591","3.3591","3.3591"
"7218","7217","7217","7217","3.3613","3.3613","3.3613"
"7225","7224","7224","7224","3.3616","3.3616","3.3616"
"7227","7226","7226","7226","3.3514","3.3514","3.3514"
"7251","7250","7250","7250","4.52","4.52","4.52"
"7257","7256","7256","7256","6.4972","6.4972","6.4972"
"7258","7257","7257","7257","6.9476","6.9476","6.9476"
"7273","7272","7272","7272","5.417","5.417","5.417"
"7291","7290","7290","7290","4.5379","4.5379","4.5379"
"7296","7295","7295","7295","4.5986","4.5986","4.5986"
"7298","7297","7297","7297","4.5028","4.5028","4.5028"
"7300","7299","7299","7299","4.4533","4.4533","4.4533"
"7322","7321","7321","7321","4.1615","4.1615","4.1615"
"7349","7348","7348","7348","3.8872","3.8872","3.8872"
"7351","7350","7350","7350","3.875","3.875","3.875"
"7355","7354","7354","7354","3.8509","3.8509","3.8509"
"7356","7355","7355","7355","3.8423","3.8423","3.8423"
"7357","7356","7356","7356","3.8202","3.8202","3.8202"
"7380","7379","7379","7379","3.78","3.78","3.78"
"7383","7382","7382","7382","3.8762","3.8762","3.8762"
"7393","7392","7392","7392","3.8001","3.8001","3.8001"
"7400","7399","7399","7399","3.7221","3.7221","3.7221"
"7412","7411","7411","7411","3.6484","3.6484","3.6484"
"7424","7423","7423","7423","3.612","3.612","3.612"
"7425","7424","7424","7424","3.5731","3.5731","3.5731"
"7433","7432","7432","7432","3.5689","3.5689","3.5689"
"7441","7440","7440","7440","3.5981","3.5981","3.5981"
"7446","7445","7445","7445","3.5283","3.5283","3.5283"
"7450","7449","7449","7449","3.5507","3.5507","3.5507"
"7460","7459","7459","7459","3.5362","3.5362","3.5362"
"7479","7478","7478","7478","3.482","3.482","3.482"
"7486","7485","7485","7485","3.4793","3.4793","3.4793"
"7488","7487","7487","7487","3.5062","3.5062","3.5062"
"7495","7494","7494","7494","3.4872","3.4872","3.4872"
"7524","7523","7523","7523","3.4931","3.4931","3.4931"
"7533","7532","7532","7532","3.4644","3.4644","3.4644"
"7546","7545","7545","7545","3.4473","3.4473","3.4473"
"7568","7567","7567","7567","3.452","3.452","3.452"
"7574","7573","7573","7573","3.4553","3.4553","3.4553"
"7576","7575","7575","7575","3.4321","3.4321","3.4321"
"7578","7577","7577","7577","3.4448","3.4448","3.4448"
"7587","7586","7586","7586","3.4616","3.4616","3.4616"
"7591","7590","7590","7590","3.4431","3.4431","3.4431"
"7651","7650","7650","7650","3.4099","3.4099","3.4099"
"7654","7653","7653","7653","3.4121","3.4121","3.4121"
"7673","7672","7672","7672","3.442","3.442","3.442"
"7678","7677","7677","7677","3.441","3.441","3.441"
"7679","7678","7678","7678","3.4283","3.4283","3.4283"
"7682","7681","7681","7681","3.3994","3.3994","3.3994"
"7691","7690","7690","7690","3.4102","3.4102","3.4102"
"7695","7694","7694","7694","3.419","3.419","3.419"
"7701","7700","7700","7700","3.3851","3.3851","3.3851"
"7719","7718","7718","7718","3.3971","3.3971","3.3971"
"7722","7721","7721","7721","3.4193","3.4193","3.4193"
"7733","7732","7732","7732","3.4103","3.4103","3.4103"
"7739","7738","7738","7738","3.3946","3.3946","3.3946"
"7741","7740","7740","7740","3.3811","3.3811","3.3811"
"7747","7746","7746","7746","3.396","3.396","3.396"
"7753","7752","7752","7752","3.3797","3.3797","3.3797"
"7769","7768","7768","7768","3.395","3.395","3.395"
"7775","7774","7774","7774","3.3978","3.3978","3.3978"
"7778","7777","7777","7777","3.4104","3.4104","3.4104"
"7794","7793","7793","7793","3.4115","3.4115","3.4115"
"7798","7797","7797","7797","3.4106","3.4106","3.4106"
"7806","7805","7805","7805","3.4025","3.4025","3.4025"
"7811","7810","7810","7810","3.3812","3.3812","3.3812"
"7819","7818","7818","7818","3.3567","3.3567","3.3567"
"7872","7871","7871","7871","3.4015","3.4015","3.4015"
"7874","7873","7873","7873","3.3704","3.3704","3.3704"
"7883","7882","7882","7882","3.3555","3.3555","3.3555"
"7885","7884","7884","7884","3.3737","3.3737","3.3737"
"7893","7892","7892","7892","3.3829","3.3829","3.3829"
"7895","7894","7894","7894","3.3534","3.3534","3.3534"
"7922","7921","7921","7921","3.3477","3.3477","3.3477"
"7927","7926","7926","7926","3.3299","3.3299","3.3299"
"7929","7928","7928","7928","3.3553","3.3553","3.3553"
"7931","7930","7930","7930","3.3834","3.3834","3.3834"
"7932","7931","7931","7931","3.3833","3.3833","3.3833"
"7939","7938","7938","7938","3.3519","3.3519","3.3519"
"7940","7939","7939","7939","3.3553","3.3553","3.3553"
"7945","7944","7944","7944","3.363","3.363","3.363"
"7972","7971","7971","7971","3.3552","3.3552","3.3552"
"7974","7973","7973","7973","3.3552","3.3552","3.3552"
"7975","7974","7974","7974","3.3839","3.3839","3.3839"
"7999","7998","7998","7998","3.3624","3.3624","3.3624"
"8001","8000","8000","8000","3.3558","3.3558","3.3558"
"8014","8013","8013","8013","3.3529","3.3529","3.3529"
"8027","8026","8026","8026","3.3391","3.3391","3.3391"
"8041","8040","8040","8040","3.3734","3.3734","3.3734"
"8048","8047","8047","8047","3.3697","3.3697","3.3697"
"8060","8059","8059","8059","3.6253","3.6253","3.6253"
"8061","8060","8060","8060","3.7341","3.7341","3.7341"
"8072","8071","8071","8071","4.4636","4.4636","4.4636"
"8084","8083","8083","8083","3.9835","3.9835","3.9835"
