"train/global_step","SmolLM-14m-Dolma-v0.1-Base-tied-123m-lr-6e4 - _step","SmolLM-14m-Dolma-v0.1-Base-tied-123m-lr-6e4 - _step__MIN","SmolLM-14m-Dolma-v0.1-Base-tied-123m-lr-6e4 - _step__MAX","SmolLM-14m-Dolma-v0.1-Base-tied-123m-lr-6e4 - train/loss","MIN","MAX"
"91732","91731","91731","91731","3.0931","3.0931","3.0931"
"91753","91752","91752","91752","3.0924","3.0924","3.0924"
"91756","91755","91755","91755","3.1018","3.1018","3.1018"
"91774","91773","91773","91773","3.1014","3.1014","3.1014"
"91777","91776","91776","91776","3.1106","3.1106","3.1106"
"91789","91788","91788","91788","3.0993","3.0993","3.0993"
"91795","91794","91794","91794","3.1359","3.1359","3.1359"
"91796","91795","91795","91795","3.1225","3.1225","3.1225"
"91808","91807","91807","91807","3.0992","3.0992","3.0992"
"91824","91823","91823","91823","3.1217","3.1217","3.1217"
"91827","91826","91826","91826","3.1268","3.1268","3.1268"
"91845","91844","91844","91844","3.1054","3.1054","3.1054"
"91870","91869","91869","91869","3.0966","3.0966","3.0966"
"91882","91881","91881","91881","3.085","3.085","3.085"
"91886","91885","91885","91885","3.1108","3.1108","3.1108"
"91888","91887","91887","91887","3.1006","3.1006","3.1006"
"91908","91907","91907","91907","3.1005","3.1005","3.1005"
"91916","91915","91915","91915","3.1125","3.1125","3.1125"
"91925","91924","91924","91924","3.1331","3.1331","3.1331"
"91956","91955","91955","91955","3.1079","3.1079","3.1079"
"91961","91960","91960","91960","3.1178","3.1178","3.1178"
"91962","91961","91961","91961","3.0931","3.0931","3.0931"
"91963","91962","91962","91962","3.0934","3.0934","3.0934"
"91968","91967","91967","91967","3.1063","3.1063","3.1063"
"91995","91994","91994","91994","3.1058","3.1058","3.1058"
"92003","92002","92002","92002","3.0928","3.0928","3.0928"
"92010","92009","92009","92009","3.0967","3.0967","3.0967"
"92011","92010","92010","92010","3.1048","3.1048","3.1048"
"92015","92014","92014","92014","3.0772","3.0772","3.0772"
"92016","92015","92015","92015","3.0799","3.0799","3.0799"
"92018","92017","92017","92017","3.1483","3.1483","3.1483"
"92020","92019","92019","92019","3.1078","3.1078","3.1078"
"92038","92037","92037","92037","3.0967","3.0967","3.0967"
"92041","92040","92040","92040","3.1015","3.1015","3.1015"
"92057","92056","92056","92056","3.1153","3.1153","3.1153"
"92059","92058","92058","92058","3.0903","3.0903","3.0903"
"92062","92061","92061","92061","3.1041","3.1041","3.1041"
"92086","92085","92085","92085","3.1193","3.1193","3.1193"
"92094","92093","92093","92093","3.1113","3.1113","3.1113"
"92103","92102","92102","92102","3.0965","3.0965","3.0965"
"92115","92114","92114","92114","3.1085","3.1085","3.1085"
"92116","92115","92115","92115","3.0958","3.0958","3.0958"
"92132","92131","92131","92131","3.0989","3.0989","3.0989"
"92140","92139","92139","92139","3.126","3.126","3.126"
"92161","92160","92160","92160","3.1159","3.1159","3.1159"
"92172","92171","92171","92171","3.1049","3.1049","3.1049"
"92181","92180","92180","92180","3.1042","3.1042","3.1042"
"92182","92181","92181","92181","3.0988","3.0988","3.0988"
"92201","92200","92200","92200","3.1021","3.1021","3.1021"
"92216","92215","92215","92215","3.114","3.114","3.114"
"92246","92245","92245","92245","3.0965","3.0965","3.0965"
"92256","92255","92255","92255","3.1031","3.1031","3.1031"
"92262","92261","92261","92261","3.0799","3.0799","3.0799"
"92281","92280","92280","92280","3.096","3.096","3.096"
"92287","92286","92286","92286","3.1014","3.1014","3.1014"
"92288","92287","92287","92287","3.0869","3.0869","3.0869"
"92291","92290","92290","92290","3.1054","3.1054","3.1054"
"92292","92291","92291","92291","3.1251","3.1251","3.1251"
"92304","92303","92303","92303","3.1013","3.1013","3.1013"
"92328","92327","92327","92327","3.0827","3.0827","3.0827"
"92339","92338","92338","92338","3.0986","3.0986","3.0986"
"92348","92347","92347","92347","3.0944","3.0944","3.0944"
"92362","92361","92361","92361","3.1063","3.1063","3.1063"
"92373","92372","92372","92372","3.0656","3.0656","3.0656"
"92381","92380","92380","92380","3.1161","3.1161","3.1161"
"92396","92395","92395","92395","3.0983","3.0983","3.0983"
"92398","92397","92397","92397","3.1159","3.1159","3.1159"
"92407","92406","92406","92406","3.0829","3.0829","3.0829"
"92408","92407","92407","92407","3.0947","3.0947","3.0947"
"92434","92433","92433","92433","3.1102","3.1102","3.1102"
"92439","92438","92438","92438","3.0871","3.0871","3.0871"
"92442","92441","92441","92441","3.1","3.1","3.1"
"92457","92456","92456","92456","3.0928","3.0928","3.0928"
"92459","92458","92458","92458","3.0933","3.0933","3.0933"
"92484","92483","92483","92483","3.0835","3.0835","3.0835"
"92487","92486","92486","92486","3.0925","3.0925","3.0925"
"92496","92495","92495","92495","3.0892","3.0892","3.0892"
"92517","92516","92516","92516","3.0982","3.0982","3.0982"
"92555","92554","92554","92554","3.0938","3.0938","3.0938"
"92566","92565","92565","92565","3.0882","3.0882","3.0882"
"92583","92582","92582","92582","3.0994","3.0994","3.0994"
"92601","92600","92600","92600","3.1053","3.1053","3.1053"
"92607","92606","92606","92606","3.1004","3.1004","3.1004"
"92610","92609","92609","92609","3.0906","3.0906","3.0906"
"92640","92639","92639","92639","3.1094","3.1094","3.1094"
"92643","92642","92642","92642","3.0544","3.0544","3.0544"
"92652","92651","92651","92651","3.0971","3.0971","3.0971"
"92666","92665","92665","92665","3.0754","3.0754","3.0754"
"92675","92674","92674","92674","3.0659","3.0659","3.0659"
"92708","92707","92707","92707","3.1141","3.1141","3.1141"
"92725","92724","92724","92724","3.0761","3.0761","3.0761"
"92726","92725","92725","92725","3.0892","3.0892","3.0892"
"92737","92736","92736","92736","3.1119","3.1119","3.1119"
"92744","92743","92743","92743","3.0824","3.0824","3.0824"
"92758","92757","92757","92757","3.1155","3.1155","3.1155"
"92762","92761","92761","92761","3.086","3.086","3.086"
"92772","92771","92771","92771","3.11","3.11","3.11"
"92778","92777","92777","92777","3.0728","3.0728","3.0728"
"92783","92782","92782","92782","3.0757","3.0757","3.0757"
"92785","92784","92784","92784","3.1115","3.1115","3.1115"
"92807","92806","92806","92806","3.0859","3.0859","3.0859"
"92860","92859","92859","92859","3.0899","3.0899","3.0899"
"92862","92861","92861","92861","3.0783","3.0783","3.0783"
"92863","92862","92862","92862","3.0856","3.0856","3.0856"
"92872","92871","92871","92871","3.1149","3.1149","3.1149"
"92875","92874","92874","92874","3.0868","3.0868","3.0868"
"92877","92876","92876","92876","3.0928","3.0928","3.0928"
"92887","92886","92886","92886","3.1005","3.1005","3.1005"
"92901","92900","92900","92900","3.0784","3.0784","3.0784"
"92913","92912","92912","92912","3.0912","3.0912","3.0912"
"92918","92917","92917","92917","3.096","3.096","3.096"
"92922","92921","92921","92921","3.0703","3.0703","3.0703"
"92929","92928","92928","92928","3.0815","3.0815","3.0815"
"92931","92930","92930","92930","3.1028","3.1028","3.1028"
"92952","92951","92951","92951","3.0769","3.0769","3.0769"
"92953","92952","92952","92952","3.0866","3.0866","3.0866"
"92960","92959","92959","92959","3.1032","3.1032","3.1032"
"92981","92980","92980","92980","3.1003","3.1003","3.1003"
"92993","92992","92992","92992","3.1103","3.1103","3.1103"
"93004","93003","93003","93003","3.0974","3.0974","3.0974"
"93030","93029","93029","93029","3.091","3.091","3.091"
"93057","93056","93056","93056","3.1204","3.1204","3.1204"
"93064","93063","93063","93063","3.065","3.065","3.065"
"93066","93065","93065","93065","3.1044","3.1044","3.1044"
"93078","93077","93077","93077","3.0801","3.0801","3.0801"
"93086","93085","93085","93085","3.0978","3.0978","3.0978"
"93100","93099","93099","93099","3.1015","3.1015","3.1015"
"93114","93113","93113","93113","3.1176","3.1176","3.1176"
"93138","93137","93137","93137","3.1069","3.1069","3.1069"
"93140","93139","93139","93139","3.0863","3.0863","3.0863"
"93142","93141","93141","93141","3.1045","3.1045","3.1045"
"93153","93152","93152","93152","3.0726","3.0726","3.0726"
"93155","93154","93154","93154","3.0878","3.0878","3.0878"
"93170","93169","93169","93169","3.1078","3.1078","3.1078"
"93172","93171","93171","93171","3.0863","3.0863","3.0863"
"93185","93184","93184","93184","3.1093","3.1093","3.1093"
"93199","93198","93198","93198","3.0942","3.0942","3.0942"
"93220","93219","93219","93219","3.043","3.043","3.043"
"93226","93225","93225","93225","3.0911","3.0911","3.0911"
"93229","93228","93228","93228","3.0837","3.0837","3.0837"
"93231","93230","93230","93230","3.1127","3.1127","3.1127"
"93246","93245","93245","93245","3.0881","3.0881","3.0881"
"93248","93247","93247","93247","3.0701","3.0701","3.0701"
"93279","93278","93278","93278","3.125","3.125","3.125"
"93291","93290","93290","93290","3.1092","3.1092","3.1092"
"93297","93296","93296","93296","3.0865","3.0865","3.0865"
"93302","93301","93301","93301","3.0626","3.0626","3.0626"
"93313","93312","93312","93312","3.0668","3.0668","3.0668"
"93335","93334","93334","93334","3.0953","3.0953","3.0953"
"93355","93354","93354","93354","3.0785","3.0785","3.0785"
"93365","93364","93364","93364","3.0946","3.0946","3.0946"
"93423","93422","93422","93422","3.101","3.101","3.101"
"93461","93460","93460","93460","3.1304","3.1304","3.1304"
"93468","93467","93467","93467","3.1291","3.1291","3.1291"
"93469","93468","93468","93468","3.0765","3.0765","3.0765"
"93475","93474","93474","93474","3.0795","3.0795","3.0795"
"93486","93485","93485","93485","3.1079","3.1079","3.1079"
"93488","93487","93487","93487","3.0661","3.0661","3.0661"
"93498","93497","93497","93497","3.0943","3.0943","3.0943"
"93503","93502","93502","93502","3.0967","3.0967","3.0967"
"93523","93522","93522","93522","3.087","3.087","3.087"
"93531","93530","93530","93530","3.1044","3.1044","3.1044"
"93582","93581","93581","93581","3.1074","3.1074","3.1074"
"93584","93583","93583","93583","3.066","3.066","3.066"
"93601","93600","93600","93600","3.0925","3.0925","3.0925"
"93604","93603","93603","93603","3.0752","3.0752","3.0752"
"93611","93610","93610","93610","3.0993","3.0993","3.0993"
"93630","93629","93629","93629","3.0976","3.0976","3.0976"
"93637","93636","93636","93636","3.0859","3.0859","3.0859"
"93644","93643","93643","93643","3.1086","3.1086","3.1086"
"93650","93649","93649","93649","3.094","3.094","3.094"
"93652","93651","93651","93651","3.0789","3.0789","3.0789"
"93678","93677","93677","93677","3.0786","3.0786","3.0786"
"93679","93678","93678","93678","3.1105","3.1105","3.1105"
"93687","93686","93686","93686","3.1109","3.1109","3.1109"
"93710","93709","93709","93709","3.1387","3.1387","3.1387"
"93711","93710","93710","93710","3.0959","3.0959","3.0959"
"93712","93711","93711","93711","3.0765","3.0765","3.0765"
"93724","93723","93723","93723","3.0898","3.0898","3.0898"
"93730","93729","93729","93729","3.0935","3.0935","3.0935"
"93731","93730","93730","93730","3.0894","3.0894","3.0894"
"93737","93736","93736","93736","3.0939","3.0939","3.0939"
"93741","93740","93740","93740","3.0869","3.0869","3.0869"
"93753","93752","93752","93752","3.0953","3.0953","3.0953"
"93763","93762","93762","93762","3.0875","3.0875","3.0875"
"93768","93767","93767","93767","3.1035","3.1035","3.1035"
"93796","93795","93795","93795","3.1189","3.1189","3.1189"
"93800","93799","93799","93799","3.0951","3.0951","3.0951"
"93810","93809","93809","93809","3.1103","3.1103","3.1103"
"93822","93821","93821","93821","3.1153","3.1153","3.1153"
"93826","93825","93825","93825","3.1028","3.1028","3.1028"
"93833","93832","93832","93832","3.0584","3.0584","3.0584"
"93841","93840","93840","93840","3.0638","3.0638","3.0638"
"93854","93853","93853","93853","3.0945","3.0945","3.0945"
"93856","93855","93855","93855","3.1007","3.1007","3.1007"
"93885","93884","93884","93884","3.0899","3.0899","3.0899"
"93900","93899","93899","93899","3.0999","3.0999","3.0999"
"93911","93910","93910","93910","3.1107","3.1107","3.1107"
"93934","93933","93933","93933","3.1184","3.1184","3.1184"
"93942","93941","93941","93941","3.1218","3.1218","3.1218"
"93951","93950","93950","93950","3.096","3.096","3.096"
"93954","93953","93953","93953","3.0874","3.0874","3.0874"
"93967","93966","93966","93966","3.0794","3.0794","3.0794"
"93971","93970","93970","93970","3.1185","3.1185","3.1185"
"93972","93971","93971","93971","3.0921","3.0921","3.0921"
"93981","93980","93980","93980","3.1208","3.1208","3.1208"
"93985","93984","93984","93984","3.097","3.097","3.097"
"94015","94014","94014","94014","3.0856","3.0856","3.0856"
"94025","94024","94024","94024","3.104","3.104","3.104"
"94028","94027","94027","94027","3.1299","3.1299","3.1299"
"94035","94034","94034","94034","3.1058","3.1058","3.1058"
"94048","94047","94047","94047","3.1323","3.1323","3.1323"
"94059","94058","94058","94058","3.1167","3.1167","3.1167"
"94063","94062","94062","94062","3.0796","3.0796","3.0796"
"94074","94073","94073","94073","3.0913","3.0913","3.0913"
"94079","94078","94078","94078","3.08","3.08","3.08"
"94084","94083","94083","94083","3.1336","3.1336","3.1336"
"94089","94088","94088","94088","3.1309","3.1309","3.1309"
"94100","94099","94099","94099","3.1207","3.1207","3.1207"
"94111","94110","94110","94110","3.1128","3.1128","3.1128"
"94119","94118","94118","94118","3.1022","3.1022","3.1022"
"94133","94132","94132","94132","3.0889","3.0889","3.0889"
"94134","94133","94133","94133","3.0925","3.0925","3.0925"
"94136","94135","94135","94135","3.1319","3.1319","3.1319"
"94156","94155","94155","94155","3.0876","3.0876","3.0876"
"94166","94165","94165","94165","3.1164","3.1164","3.1164"
"94168","94167","94167","94167","3.0929","3.0929","3.0929"
"94195","94194","94194","94194","3.1246","3.1246","3.1246"
"94221","94220","94220","94220","3.1023","3.1023","3.1023"
"94223","94222","94222","94222","3.1043","3.1043","3.1043"
"94259","94258","94258","94258","3.1223","3.1223","3.1223"
"94264","94263","94263","94263","3.1131","3.1131","3.1131"
"94266","94265","94265","94265","3.0969","3.0969","3.0969"
"94268","94267","94267","94267","3.1126","3.1126","3.1126"
"94290","94289","94289","94289","3.1175","3.1175","3.1175"
"94304","94303","94303","94303","3.0848","3.0848","3.0848"
"94312","94311","94311","94311","3.1086","3.1086","3.1086"
"94324","94323","94323","94323","3.1008","3.1008","3.1008"
"94338","94337","94337","94337","3.0812","3.0812","3.0812"
"94345","94344","94344","94344","3.1042","3.1042","3.1042"
"94356","94355","94355","94355","3.1033","3.1033","3.1033"
"94365","94364","94364","94364","3.1031","3.1031","3.1031"
"94388","94387","94387","94387","3.0981","3.0981","3.0981"
"94396","94395","94395","94395","3.0992","3.0992","3.0992"
"94401","94400","94400","94400","3.1062","3.1062","3.1062"
"94407","94406","94406","94406","3.1137","3.1137","3.1137"
"94421","94420","94420","94420","3.115","3.115","3.115"
"94431","94430","94430","94430","3.1186","3.1186","3.1186"
"94438","94437","94437","94437","3.1224","3.1224","3.1224"
"94451","94450","94450","94450","3.1269","3.1269","3.1269"
"94466","94465","94465","94465","3.1132","3.1132","3.1132"
"94489","94488","94488","94488","3.0902","3.0902","3.0902"
"94509","94508","94508","94508","3.1221","3.1221","3.1221"
"94526","94525","94525","94525","3.1324","3.1324","3.1324"
"94539","94538","94538","94538","3.1386","3.1386","3.1386"
"94541","94540","94540","94540","3.0974","3.0974","3.0974"
"94550","94549","94549","94549","3.1148","3.1148","3.1148"
"94557","94556","94556","94556","3.119","3.119","3.119"
"94609","94608","94608","94608","3.1184","3.1184","3.1184"
"94614","94613","94613","94613","3.1184","3.1184","3.1184"
"94619","94618","94618","94618","3.1023","3.1023","3.1023"
"94636","94635","94635","94635","3.1223","3.1223","3.1223"
"94639","94638","94638","94638","3.1089","3.1089","3.1089"
"94647","94646","94646","94646","3.0872","3.0872","3.0872"
"94693","94692","94692","94692","3.1115","3.1115","3.1115"
"94697","94696","94696","94696","3.1137","3.1137","3.1137"
"94715","94714","94714","94714","3.0829","3.0829","3.0829"
"94733","94732","94732","94732","3.0983","3.0983","3.0983"
"94779","94778","94778","94778","3.1322","3.1322","3.1322"
"94784","94783","94783","94783","3.1115","3.1115","3.1115"
"94786","94785","94785","94785","3.1299","3.1299","3.1299"
"94798","94797","94797","94797","3.1138","3.1138","3.1138"
"94806","94805","94805","94805","3.1056","3.1056","3.1056"
"94836","94835","94835","94835","3.101","3.101","3.101"
"94839","94838","94838","94838","3.1265","3.1265","3.1265"
"94851","94850","94850","94850","3.1061","3.1061","3.1061"
"94856","94855","94855","94855","3.1127","3.1127","3.1127"
"94867","94866","94866","94866","3.1085","3.1085","3.1085"
"94875","94874","94874","94874","3.1134","3.1134","3.1134"
"94888","94887","94887","94887","3.099","3.099","3.099"
"94891","94890","94890","94890","3.1026","3.1026","3.1026"
"94903","94902","94902","94902","3.103","3.103","3.103"
"94926","94925","94925","94925","3.0847","3.0847","3.0847"
"94933","94932","94932","94932","3.1128","3.1128","3.1128"
"94939","94938","94938","94938","3.1301","3.1301","3.1301"
"94961","94960","94960","94960","3.1137","3.1137","3.1137"
"94965","94964","94964","94964","3.1127","3.1127","3.1127"
"94967","94966","94966","94966","3.1203","3.1203","3.1203"
"94980","94979","94979","94979","3.1204","3.1204","3.1204"
"94986","94985","94985","94985","3.0967","3.0967","3.0967"
"94988","94987","94987","94987","3.1083","3.1083","3.1083"
"95010","95009","95009","95009","3.0998","3.0998","3.0998"
"95017","95016","95016","95016","3.116","3.116","3.116"
"95045","95044","95044","95044","3.0923","3.0923","3.0923"
"95065","95064","95064","95064","3.1192","3.1192","3.1192"
"95073","95072","95072","95072","3.1164","3.1164","3.1164"
"95078","95077","95077","95077","3.094","3.094","3.094"
"95081","95080","95080","95080","3.0999","3.0999","3.0999"
"95106","95105","95105","95105","3.1105","3.1105","3.1105"
"95145","95144","95144","95144","3.0981","3.0981","3.0981"
"95173","95172","95172","95172","3.1289","3.1289","3.1289"
"95174","95173","95173","95173","3.0797","3.0797","3.0797"
"95183","95182","95182","95182","3.0755","3.0755","3.0755"
"95186","95185","95185","95185","3.1156","3.1156","3.1156"
"95191","95190","95190","95190","3.0964","3.0964","3.0964"
"95196","95195","95195","95195","3.1075","3.1075","3.1075"
"95202","95201","95201","95201","3.0951","3.0951","3.0951"
"95207","95206","95206","95206","3.0617","3.0617","3.0617"
"95224","95223","95223","95223","3.0841","3.0841","3.0841"
"95261","95260","95260","95260","3.1084","3.1084","3.1084"
"95274","95273","95273","95273","3.1155","3.1155","3.1155"
"95275","95274","95274","95274","3.1147","3.1147","3.1147"
"95279","95278","95278","95278","3.0943","3.0943","3.0943"
"95286","95285","95285","95285","3.0917","3.0917","3.0917"
"95296","95295","95295","95295","3.0918","3.0918","3.0918"
"95299","95298","95298","95298","3.1312","3.1312","3.1312"
"95301","95300","95300","95300","3.0911","3.0911","3.0911"
"95318","95317","95317","95317","3.114","3.114","3.114"
"95324","95323","95323","95323","3.0949","3.0949","3.0949"
"95333","95332","95332","95332","3.1137","3.1137","3.1137"
"95353","95352","95352","95352","3.1149","3.1149","3.1149"
"95361","95360","95360","95360","3.1089","3.1089","3.1089"
"95367","95366","95366","95366","3.1143","3.1143","3.1143"
"95376","95375","95375","95375","3.0886","3.0886","3.0886"
"95377","95376","95376","95376","3.1202","3.1202","3.1202"
"95395","95394","95394","95394","3.0905","3.0905","3.0905"
"95415","95414","95414","95414","3.117","3.117","3.117"
"95426","95425","95425","95425","3.0864","3.0864","3.0864"
"95443","95442","95442","95442","3.1406","3.1406","3.1406"
"95456","95455","95455","95455","3.1369","3.1369","3.1369"
"95460","95459","95459","95459","3.1024","3.1024","3.1024"
"95462","95461","95461","95461","3.112","3.112","3.112"
"95463","95462","95462","95462","3.0899","3.0899","3.0899"
"95466","95465","95465","95465","3.1116","3.1116","3.1116"
"95467","95466","95466","95466","3.0963","3.0963","3.0963"
"95472","95471","95471","95471","3.0913","3.0913","3.0913"
"95481","95480","95480","95480","3.1246","3.1246","3.1246"
"95492","95491","95491","95491","3.1023","3.1023","3.1023"
"95501","95500","95500","95500","3.1064","3.1064","3.1064"
"95502","95501","95501","95501","3.1157","3.1157","3.1157"
"95505","95504","95504","95504","3.0961","3.0961","3.0961"
"95511","95510","95510","95510","3.1032","3.1032","3.1032"
"95516","95515","95515","95515","3.1404","3.1404","3.1404"
"95518","95517","95517","95517","3.0992","3.0992","3.0992"
"95519","95518","95518","95518","3.1023","3.1023","3.1023"
"95537","95536","95536","95536","3.0696","3.0696","3.0696"
"95560","95559","95559","95559","3.1032","3.1032","3.1032"
"95563","95562","95562","95562","3.1056","3.1056","3.1056"
"95609","95608","95608","95608","3.1135","3.1135","3.1135"
"95610","95609","95609","95609","3.1081","3.1081","3.1081"
"95616","95615","95615","95615","3.12","3.12","3.12"
"95623","95622","95622","95622","3.1154","3.1154","3.1154"
"95629","95628","95628","95628","3.1197","3.1197","3.1197"
"95631","95630","95630","95630","3.1369","3.1369","3.1369"
"95658","95657","95657","95657","3.1062","3.1062","3.1062"
"95675","95674","95674","95674","3.1027","3.1027","3.1027"
"95677","95676","95676","95676","3.1082","3.1082","3.1082"
"95689","95688","95688","95688","3.1205","3.1205","3.1205"
"95733","95732","95732","95732","3.1012","3.1012","3.1012"
"95736","95735","95735","95735","3.1378","3.1378","3.1378"
"95737","95736","95736","95736","3.1059","3.1059","3.1059"
"95753","95752","95752","95752","3.0793","3.0793","3.0793"
"95770","95769","95769","95769","3.1185","3.1185","3.1185"
"95788","95787","95787","95787","3.106","3.106","3.106"
"95792","95791","95791","95791","3.0795","3.0795","3.0795"
"95809","95808","95808","95808","3.0778","3.0778","3.0778"
"95813","95812","95812","95812","3.0787","3.0787","3.0787"
"95831","95830","95830","95830","3.1405","3.1405","3.1405"
"95835","95834","95834","95834","3.0922","3.0922","3.0922"
"95847","95846","95846","95846","3.1186","3.1186","3.1186"
"95855","95854","95854","95854","3.0776","3.0776","3.0776"
"95863","95862","95862","95862","3.0902","3.0902","3.0902"
"95868","95867","95867","95867","3.1014","3.1014","3.1014"
"95869","95868","95868","95868","3.1037","3.1037","3.1037"
"95877","95876","95876","95876","3.1081","3.1081","3.1081"
"95900","95899","95899","95899","3.1115","3.1115","3.1115"
"95906","95905","95905","95905","3.1168","3.1168","3.1168"
"95917","95916","95916","95916","3.0821","3.0821","3.0821"
"95930","95929","95929","95929","3.0966","3.0966","3.0966"
"95941","95940","95940","95940","3.0862","3.0862","3.0862"
"95944","95943","95943","95943","3.1356","3.1356","3.1356"
"95962","95961","95961","95961","3.0712","3.0712","3.0712"
"95964","95963","95963","95963","3.1054","3.1054","3.1054"
"95967","95966","95966","95966","3.1101","3.1101","3.1101"
"95980","95979","95979","95979","3.0961","3.0961","3.0961"
"95993","95992","95992","95992","3.0991","3.0991","3.0991"
"96016","96015","96015","96015","3.1208","3.1208","3.1208"
"96021","96020","96020","96020","3.1041","3.1041","3.1041"
"96027","96026","96026","96026","3.0929","3.0929","3.0929"
"96039","96038","96038","96038","3.1395","3.1395","3.1395"
"96056","96055","96055","96055","3.0929","3.0929","3.0929"
"96058","96057","96057","96057","3.0679","3.0679","3.0679"
"96086","96085","96085","96085","3.0894","3.0894","3.0894"
"96089","96088","96088","96088","3.1252","3.1252","3.1252"
"96135","96134","96134","96134","3.1065","3.1065","3.1065"
"96137","96136","96136","96136","3.1015","3.1015","3.1015"
"96138","96137","96137","96137","3.0981","3.0981","3.0981"
"96141","96140","96140","96140","3.0996","3.0996","3.0996"
"96149","96148","96148","96148","3.0727","3.0727","3.0727"
"96173","96172","96172","96172","3.0972","3.0972","3.0972"
"96177","96176","96176","96176","3.0988","3.0988","3.0988"
"96196","96195","96195","96195","3.0998","3.0998","3.0998"
"96237","96236","96236","96236","3.0993","3.0993","3.0993"
"96243","96242","96242","96242","3.1186","3.1186","3.1186"
"96260","96259","96259","96259","3.1092","3.1092","3.1092"
"96266","96265","96265","96265","3.0894","3.0894","3.0894"
"96278","96277","96277","96277","3.0895","3.0895","3.0895"
"96286","96285","96285","96285","3.1205","3.1205","3.1205"
"96289","96288","96288","96288","3.0999","3.0999","3.0999"
"96292","96291","96291","96291","3.0705","3.0705","3.0705"
"96293","96292","96292","96292","3.1199","3.1199","3.1199"
"96296","96295","96295","96295","3.0829","3.0829","3.0829"
"96303","96302","96302","96302","3.1134","3.1134","3.1134"
"96309","96308","96308","96308","3.1203","3.1203","3.1203"
"96327","96326","96326","96326","3.1022","3.1022","3.1022"
"96334","96333","96333","96333","3.1154","3.1154","3.1154"
"96345","96344","96344","96344","3.0594","3.0594","3.0594"
"96363","96362","96362","96362","3.093","3.093","3.093"
"96364","96363","96363","96363","3.0817","3.0817","3.0817"
"96365","96364","96364","96364","3.0861","3.0861","3.0861"
"96376","96375","96375","96375","3.1181","3.1181","3.1181"
"96379","96378","96378","96378","3.1023","3.1023","3.1023"
"96388","96387","96387","96387","3.0969","3.0969","3.0969"
"96396","96395","96395","96395","3.1014","3.1014","3.1014"
"96406","96405","96405","96405","3.0965","3.0965","3.0965"
"96414","96413","96413","96413","3.1015","3.1015","3.1015"
"96418","96417","96417","96417","3.0969","3.0969","3.0969"
"96424","96423","96423","96423","3.0682","3.0682","3.0682"
"96427","96426","96426","96426","3.1048","3.1048","3.1048"
"96429","96428","96428","96428","3.1462","3.1462","3.1462"
"96431","96430","96430","96430","3.1062","3.1062","3.1062"
"96437","96436","96436","96436","3.0959","3.0959","3.0959"
"96440","96439","96439","96439","3.088","3.088","3.088"
"96443","96442","96442","96442","3.1018","3.1018","3.1018"
"96451","96450","96450","96450","3.1234","3.1234","3.1234"
"96458","96457","96457","96457","3.0946","3.0946","3.0946"
"96459","96458","96458","96458","3.0898","3.0898","3.0898"
"96488","96487","96487","96487","3.0836","3.0836","3.0836"
"96495","96494","96494","96494","3.121","3.121","3.121"
"96496","96495","96495","96495","3.1091","3.1091","3.1091"
"96504","96503","96503","96503","3.1055","3.1055","3.1055"
"96505","96504","96504","96504","3.1181","3.1181","3.1181"
"96508","96507","96507","96507","3.1045","3.1045","3.1045"
"96516","96515","96515","96515","3.0614","3.0614","3.0614"
"96553","96552","96552","96552","3.1099","3.1099","3.1099"
"96558","96557","96557","96557","3.1188","3.1188","3.1188"
"96569","96568","96568","96568","3.1094","3.1094","3.1094"
"96596","96595","96595","96595","3.1093","3.1093","3.1093"
"96604","96603","96603","96603","3.0963","3.0963","3.0963"
"96607","96606","96606","96606","3.1045","3.1045","3.1045"
"96608","96607","96607","96607","3.118","3.118","3.118"
"96614","96613","96613","96613","3.0949","3.0949","3.0949"
"96624","96623","96623","96623","3.0922","3.0922","3.0922"
"96628","96627","96627","96627","3.1045","3.1045","3.1045"
"96636","96635","96635","96635","3.0683","3.0683","3.0683"
"96639","96638","96638","96638","3.0943","3.0943","3.0943"
"96646","96645","96645","96645","3.1018","3.1018","3.1018"
"96659","96658","96658","96658","3.1018","3.1018","3.1018"
"96667","96666","96666","96666","3.0881","3.0881","3.0881"
"96669","96668","96668","96668","3.1013","3.1013","3.1013"
"96697","96696","96696","96696","3.0839","3.0839","3.0839"
"96706","96705","96705","96705","3.0922","3.0922","3.0922"
"96733","96732","96732","96732","3.0898","3.0898","3.0898"
"96743","96742","96742","96742","3.0593","3.0593","3.0593"
"96754","96753","96753","96753","3.0564","3.0564","3.0564"
"96763","96762","96762","96762","3.0745","3.0745","3.0745"
"96766","96765","96765","96765","3.0614","3.0614","3.0614"
"96775","96774","96774","96774","3.1066","3.1066","3.1066"
"96788","96787","96787","96787","3.1006","3.1006","3.1006"
"96793","96792","96792","96792","3.1118","3.1118","3.1118"
"96813","96812","96812","96812","3.1094","3.1094","3.1094"
"96815","96814","96814","96814","3.0602","3.0602","3.0602"
"96824","96823","96823","96823","3.0968","3.0968","3.0968"
"96827","96826","96826","96826","3.1092","3.1092","3.1092"
"96876","96875","96875","96875","3.1153","3.1153","3.1153"
"96878","96877","96877","96877","3.1081","3.1081","3.1081"
"96888","96887","96887","96887","3.1024","3.1024","3.1024"
"96895","96894","96894","96894","3.1204","3.1204","3.1204"
"96908","96907","96907","96907","3.0828","3.0828","3.0828"
"96909","96908","96908","96908","3.0814","3.0814","3.0814"
