"train/global_step","SmolLM-14m-Dolma-v0.1-Base-tied-123m-lr-6e4 - _step","SmolLM-14m-Dolma-v0.1-Base-tied-123m-lr-6e4 - _step__MIN","SmolLM-14m-Dolma-v0.1-Base-tied-123m-lr-6e4 - _step__MAX","SmolLM-14m-Dolma-v0.1-Base-tied-123m-lr-6e4 - train/loss","MIN","MAX"
"96922","96921","96921","96921","3.0808","3.0808","3.0808"
"96928","96927","96927","96927","3.0807","3.0807","3.0807"
"96963","96962","96962","96962","3.1169","3.1169","3.1169"
"96972","96971","96971","96971","3.0935","3.0935","3.0935"
"96976","96975","96975","96975","3.1196","3.1196","3.1196"
"97004","97003","97003","97003","3.0982","3.0982","3.0982"
"97012","97011","97011","97011","3.0945","3.0945","3.0945"
"97014","97013","97013","97013","3.0895","3.0895","3.0895"
"97016","97015","97015","97015","3.1054","3.1054","3.1054"
"97032","97031","97031","97031","3.0791","3.0791","3.0791"
"97053","97052","97052","97052","3.0953","3.0953","3.0953"
"97068","97067","97067","97067","3.084","3.084","3.084"
"97077","97076","97076","97076","3.0914","3.0914","3.0914"
"97100","97099","97099","97099","3.0904","3.0904","3.0904"
"97119","97118","97118","97118","3.0938","3.0938","3.0938"
"97137","97136","97136","97136","3.1105","3.1105","3.1105"
"97141","97140","97140","97140","3.0749","3.0749","3.0749"
"97142","97141","97141","97141","3.0895","3.0895","3.0895"
"97145","97144","97144","97144","3.0939","3.0939","3.0939"
"97153","97152","97152","97152","3.0673","3.0673","3.0673"
"97172","97171","97171","97171","3.0945","3.0945","3.0945"
"97188","97187","97187","97187","3.1019","3.1019","3.1019"
"97215","97214","97214","97214","3.0956","3.0956","3.0956"
"97217","97216","97216","97216","3.0721","3.0721","3.0721"
"97223","97222","97222","97222","3.0736","3.0736","3.0736"
"97248","97247","97247","97247","3.0775","3.0775","3.0775"
"97250","97249","97249","97249","3.0759","3.0759","3.0759"
"97265","97264","97264","97264","3.0828","3.0828","3.0828"
"97270","97269","97269","97269","3.1009","3.1009","3.1009"
"97275","97274","97274","97274","3.0976","3.0976","3.0976"
"97284","97283","97283","97283","3.086","3.086","3.086"
"97302","97301","97301","97301","3.1123","3.1123","3.1123"
"97313","97312","97312","97312","3.0942","3.0942","3.0942"
"97314","97313","97313","97313","3.1116","3.1116","3.1116"
"97321","97320","97320","97320","3.0663","3.0663","3.0663"
"97333","97332","97332","97332","3.0819","3.0819","3.0819"
"97334","97333","97333","97333","3.0656","3.0656","3.0656"
"97337","97336","97336","97336","3.0959","3.0959","3.0959"
"97341","97340","97340","97340","3.1031","3.1031","3.1031"
"97349","97348","97348","97348","3.0912","3.0912","3.0912"
"97354","97353","97353","97353","3.1003","3.1003","3.1003"
"97373","97372","97372","97372","3.0931","3.0931","3.0931"
"97374","97373","97373","97373","3.0643","3.0643","3.0643"
"97380","97379","97379","97379","3.0954","3.0954","3.0954"
"97389","97388","97388","97388","3.0669","3.0669","3.0669"
"97392","97391","97391","97391","3.1137","3.1137","3.1137"
"97399","97398","97398","97398","3.0844","3.0844","3.0844"
"97406","97405","97405","97405","3.1123","3.1123","3.1123"
"97434","97433","97433","97433","3.0863","3.0863","3.0863"
"97443","97442","97442","97442","3.0849","3.0849","3.0849"
"97454","97453","97453","97453","3.0883","3.0883","3.0883"
"97455","97454","97454","97454","3.0937","3.0937","3.0937"
"97488","97487","97487","97487","3.0745","3.0745","3.0745"
"97501","97500","97500","97500","3.0515","3.0515","3.0515"
"97505","97504","97504","97504","3.0778","3.0778","3.0778"
"97538","97537","97537","97537","3.0838","3.0838","3.0838"
"97546","97545","97545","97545","3.0782","3.0782","3.0782"
"97551","97550","97550","97550","3.1031","3.1031","3.1031"
"97567","97566","97566","97566","3.1055","3.1055","3.1055"
"97573","97572","97572","97572","3.063","3.063","3.063"
"97578","97577","97577","97577","3.088","3.088","3.088"
"97580","97579","97579","97579","3.1028","3.1028","3.1028"
"97586","97585","97585","97585","3.1027","3.1027","3.1027"
"97588","97587","97587","97587","3.0825","3.0825","3.0825"
"97596","97595","97595","97595","3.0745","3.0745","3.0745"
"97612","97611","97611","97611","3.0778","3.0778","3.0778"
"97623","97622","97622","97622","3.0933","3.0933","3.0933"
"97646","97645","97645","97645","3.0885","3.0885","3.0885"
"97655","97654","97654","97654","3.0816","3.0816","3.0816"
"97668","97667","97667","97667","3.0849","3.0849","3.0849"
"97679","97678","97678","97678","3.0728","3.0728","3.0728"
"97680","97679","97679","97679","3.0944","3.0944","3.0944"
"97694","97693","97693","97693","3.0435","3.0435","3.0435"
"97711","97710","97710","97710","3.0695","3.0695","3.0695"
"97713","97712","97712","97712","3.1041","3.1041","3.1041"
"97736","97735","97735","97735","3.0726","3.0726","3.0726"
"97742","97741","97741","97741","3.1119","3.1119","3.1119"
"97757","97756","97756","97756","3.0822","3.0822","3.0822"
"97759","97758","97758","97758","3.0846","3.0846","3.0846"
"97775","97774","97774","97774","3.1059","3.1059","3.1059"
"97776","97775","97775","97775","3.0867","3.0867","3.0867"
"97777","97776","97776","97776","3.0856","3.0856","3.0856"
"97780","97779","97779","97779","3.0874","3.0874","3.0874"
"97784","97783","97783","97783","3.0851","3.0851","3.0851"
"97790","97789","97789","97789","3.0816","3.0816","3.0816"
"97793","97792","97792","97792","3.0827","3.0827","3.0827"
"97798","97797","97797","97797","3.1048","3.1048","3.1048"
"97806","97805","97805","97805","3.0885","3.0885","3.0885"
"97808","97807","97807","97807","3.06","3.06","3.06"
"97819","97818","97818","97818","3.078","3.078","3.078"
"97827","97826","97826","97826","3.0955","3.0955","3.0955"
"97840","97839","97839","97839","3.0946","3.0946","3.0946"
"97842","97841","97841","97841","3.078","3.078","3.078"
"97854","97853","97853","97853","3.085","3.085","3.085"
"97910","97909","97909","97909","3.0737","3.0737","3.0737"
"97914","97913","97913","97913","3.0843","3.0843","3.0843"
"97915","97914","97914","97914","3.0961","3.0961","3.0961"
"97921","97920","97920","97920","3.1047","3.1047","3.1047"
"97929","97928","97928","97928","3.0527","3.0527","3.0527"
"97930","97929","97929","97929","3.0854","3.0854","3.0854"
"97935","97934","97934","97934","3.0489","3.0489","3.0489"
"97937","97936","97936","97936","3.0823","3.0823","3.0823"
"97946","97945","97945","97945","3.1015","3.1015","3.1015"
"97947","97946","97946","97946","3.1069","3.1069","3.1069"
"97966","97965","97965","97965","3.0901","3.0901","3.0901"
"97987","97986","97986","97986","3.1013","3.1013","3.1013"
"97988","97987","97987","97987","3.0879","3.0879","3.0879"
"98000","97999","97999","97999","3.0477","3.0477","3.0477"
"98041","98040","98040","98040","3.0689","3.0689","3.0689"
"98062","98061","98061","98061","3.0793","3.0793","3.0793"
"98067","98066","98066","98066","3.0813","3.0813","3.0813"
"98068","98067","98067","98067","3.0622","3.0622","3.0622"
"98073","98072","98072","98072","3.0832","3.0832","3.0832"
"98078","98077","98077","98077","3.0657","3.0657","3.0657"
"98083","98082","98082","98082","3.0657","3.0657","3.0657"
"98086","98085","98085","98085","3.0793","3.0793","3.0793"
"98098","98097","98097","98097","3.0705","3.0705","3.0705"
"98107","98106","98106","98106","3.0811","3.0811","3.0811"
"98123","98122","98122","98122","3.0852","3.0852","3.0852"
"98130","98129","98129","98129","3.0731","3.0731","3.0731"
"98134","98133","98133","98133","3.0865","3.0865","3.0865"
"98141","98140","98140","98140","3.058","3.058","3.058"
"98152","98151","98151","98151","3.098","3.098","3.098"
"98163","98162","98162","98162","3.0743","3.0743","3.0743"
"98173","98172","98172","98172","3.0749","3.0749","3.0749"
"98190","98189","98189","98189","3.0858","3.0858","3.0858"
"98198","98197","98197","98197","3.072","3.072","3.072"
"98200","98199","98199","98199","3.0674","3.0674","3.0674"
"98202","98201","98201","98201","3.0886","3.0886","3.0886"
"98205","98204","98204","98204","3.0609","3.0609","3.0609"
"98221","98220","98220","98220","3.0623","3.0623","3.0623"
"98224","98223","98223","98223","3.0591","3.0591","3.0591"
"98225","98224","98224","98224","3.0949","3.0949","3.0949"
"98248","98247","98247","98247","3.0496","3.0496","3.0496"
"98279","98278","98278","98278","3.1045","3.1045","3.1045"
"98328","98327","98327","98327","3.0646","3.0646","3.0646"
"98336","98335","98335","98335","3.0649","3.0649","3.0649"
"98343","98342","98342","98342","3.0835","3.0835","3.0835"
"98346","98345","98345","98345","3.0529","3.0529","3.0529"
"98355","98354","98354","98354","3.0761","3.0761","3.0761"
"98374","98373","98373","98373","3.0542","3.0542","3.0542"
"98398","98397","98397","98397","3.07","3.07","3.07"
"98403","98402","98402","98402","3.0785","3.0785","3.0785"
"98411","98410","98410","98410","3.0695","3.0695","3.0695"
"98419","98418","98418","98418","3.0468","3.0468","3.0468"
"98426","98425","98425","98425","3.0639","3.0639","3.0639"
"98427","98426","98426","98426","3.0821","3.0821","3.0821"
"98432","98431","98431","98431","3.0932","3.0932","3.0932"
"98434","98433","98433","98433","3.0809","3.0809","3.0809"
"98439","98438","98438","98438","3.1043","3.1043","3.1043"
"98450","98449","98449","98449","3.0448","3.0448","3.0448"
"98453","98452","98452","98452","3.0549","3.0549","3.0549"
"98466","98465","98465","98465","3.0846","3.0846","3.0846"
"98468","98467","98467","98467","3.093","3.093","3.093"
"98469","98468","98468","98468","3.0919","3.0919","3.0919"
"98501","98500","98500","98500","3.0707","3.0707","3.0707"
"98502","98501","98501","98501","3.0805","3.0805","3.0805"
"98514","98513","98513","98513","3.0721","3.0721","3.0721"
"98527","98526","98526","98526","3.0762","3.0762","3.0762"
"98533","98532","98532","98532","3.0274","3.0274","3.0274"
"98534","98533","98533","98533","3.0697","3.0697","3.0697"
"98537","98536","98536","98536","3.0574","3.0574","3.0574"
"98550","98549","98549","98549","3.0982","3.0982","3.0982"
"98562","98561","98561","98561","3.0547","3.0547","3.0547"
"98575","98574","98574","98574","3.072","3.072","3.072"
"98590","98589","98589","98589","3.0942","3.0942","3.0942"
"98596","98595","98595","98595","3.0676","3.0676","3.0676"
"98607","98606","98606","98606","3.0846","3.0846","3.0846"
"98620","98619","98619","98619","3.1022","3.1022","3.1022"
"98653","98652","98652","98652","3.0835","3.0835","3.0835"
"98664","98663","98663","98663","3.0589","3.0589","3.0589"
"98669","98668","98668","98668","3.0759","3.0759","3.0759"
"98681","98680","98680","98680","3.0609","3.0609","3.0609"
"98684","98683","98683","98683","3.0953","3.0953","3.0953"
"98707","98706","98706","98706","3.0807","3.0807","3.0807"
"98711","98710","98710","98710","3.0427","3.0427","3.0427"
"98732","98731","98731","98731","3.0828","3.0828","3.0828"
"98736","98735","98735","98735","3.0811","3.0811","3.0811"
"98748","98747","98747","98747","3.0807","3.0807","3.0807"
"98758","98757","98757","98757","3.0712","3.0712","3.0712"
"98764","98763","98763","98763","3.0603","3.0603","3.0603"
"98768","98767","98767","98767","3.083","3.083","3.083"
"98779","98778","98778","98778","3.074","3.074","3.074"
"98786","98785","98785","98785","3.082","3.082","3.082"
"98803","98802","98802","98802","3.0895","3.0895","3.0895"
"98816","98815","98815","98815","3.0585","3.0585","3.0585"
"98817","98816","98816","98816","3.0671","3.0671","3.0671"
"98821","98820","98820","98820","3.0825","3.0825","3.0825"
"98822","98821","98821","98821","3.0643","3.0643","3.0643"
"98837","98836","98836","98836","3.0847","3.0847","3.0847"
"98842","98841","98841","98841","3.1045","3.1045","3.1045"
"98847","98846","98846","98846","3.0753","3.0753","3.0753"
"98855","98854","98854","98854","3.1121","3.1121","3.1121"
"98912","98911","98911","98911","3.0619","3.0619","3.0619"
"98917","98916","98916","98916","3.067","3.067","3.067"
"98930","98929","98929","98929","3.0732","3.0732","3.0732"
"98962","98961","98961","98961","3.0842","3.0842","3.0842"
"98965","98964","98964","98964","3.0303","3.0303","3.0303"
"98980","98979","98979","98979","3.0855","3.0855","3.0855"
"98987","98986","98986","98986","3.0755","3.0755","3.0755"
"99010","99009","99009","99009","3.0826","3.0826","3.0826"
"99013","99012","99012","99012","3.0629","3.0629","3.0629"
"99028","99027","99027","99027","3.0943","3.0943","3.0943"
"99038","99037","99037","99037","3.0813","3.0813","3.0813"
"99059","99058","99058","99058","3.0929","3.0929","3.0929"
"99062","99061","99061","99061","3.0894","3.0894","3.0894"
"99075","99074","99074","99074","3.0786","3.0786","3.0786"
"99076","99075","99075","99075","3.0859","3.0859","3.0859"
"99101","99100","99100","99100","3.0589","3.0589","3.0589"
"99105","99104","99104","99104","3.0819","3.0819","3.0819"
"99109","99108","99108","99108","3.1022","3.1022","3.1022"
"99113","99112","99112","99112","3.088","3.088","3.088"
"99115","99114","99114","99114","3.0781","3.0781","3.0781"
"99122","99121","99121","99121","3.056","3.056","3.056"
"99127","99126","99126","99126","3.0669","3.0669","3.0669"
"99140","99139","99139","99139","3.0654","3.0654","3.0654"
"99141","99140","99140","99140","3.086","3.086","3.086"
"99144","99143","99143","99143","3.072","3.072","3.072"
"99151","99150","99150","99150","3.0748","3.0748","3.0748"
"99154","99153","99153","99153","3.087","3.087","3.087"
"99157","99156","99156","99156","3.0741","3.0741","3.0741"
"99165","99164","99164","99164","3.0432","3.0432","3.0432"
"99167","99166","99166","99166","3.0766","3.0766","3.0766"
"99180","99179","99179","99179","3.037","3.037","3.037"
"99220","99219","99219","99219","3.0722","3.0722","3.0722"
"99227","99226","99226","99226","3.0731","3.0731","3.0731"
"99239","99238","99238","99238","3.0534","3.0534","3.0534"
"99240","99239","99239","99239","3.039","3.039","3.039"
"99243","99242","99242","99242","3.0689","3.0689","3.0689"
"99255","99254","99254","99254","3.0722","3.0722","3.0722"
"99257","99256","99256","99256","3.0628","3.0628","3.0628"
"99266","99265","99265","99265","3.0467","3.0467","3.0467"
"99268","99267","99267","99267","3.0748","3.0748","3.0748"
"99271","99270","99270","99270","3.0902","3.0902","3.0902"
"99276","99275","99275","99275","3.0646","3.0646","3.0646"
"99286","99285","99285","99285","3.0807","3.0807","3.0807"
"99290","99289","99289","99289","3.0664","3.0664","3.0664"
"99319","99318","99318","99318","3.0655","3.0655","3.0655"
"99383","99382","99382","99382","3.0666","3.0666","3.0666"
"99396","99395","99395","99395","3.0816","3.0816","3.0816"
"99428","99427","99427","99427","3.0634","3.0634","3.0634"
"99440","99439","99439","99439","3.0899","3.0899","3.0899"
"99452","99451","99451","99451","3.076","3.076","3.076"
"99455","99454","99454","99454","3.0661","3.0661","3.0661"
"99465","99464","99464","99464","3.0781","3.0781","3.0781"
"99484","99483","99483","99483","3.0846","3.0846","3.0846"
"99534","99533","99533","99533","3.0646","3.0646","3.0646"
"99537","99536","99536","99536","3.0624","3.0624","3.0624"
"99560","99559","99559","99559","3.0557","3.0557","3.0557"
"99569","99568","99568","99568","3.079","3.079","3.079"
"99572","99571","99571","99571","3.0813","3.0813","3.0813"
"99581","99580","99580","99580","3.034","3.034","3.034"
"99586","99585","99585","99585","3.0739","3.0739","3.0739"
"99589","99588","99588","99588","3.072","3.072","3.072"
"99626","99625","99625","99625","3.0542","3.0542","3.0542"
"99636","99635","99635","99635","3.0932","3.0932","3.0932"
"99649","99648","99648","99648","3.0628","3.0628","3.0628"
"99661","99660","99660","99660","3.0829","3.0829","3.0829"
"99666","99665","99665","99665","3.0654","3.0654","3.0654"
"99674","99673","99673","99673","3.0626","3.0626","3.0626"
"99679","99678","99678","99678","3.0739","3.0739","3.0739"
"99689","99688","99688","99688","3.0569","3.0569","3.0569"
"99696","99695","99695","99695","3.0783","3.0783","3.0783"
"99718","99717","99717","99717","3.0757","3.0757","3.0757"
"99723","99722","99722","99722","3.0852","3.0852","3.0852"
"99724","99723","99723","99723","3.0491","3.0491","3.0491"
"99735","99734","99734","99734","3.0586","3.0586","3.0586"
"99751","99750","99750","99750","3.0712","3.0712","3.0712"
"99761","99760","99760","99760","3.058","3.058","3.058"
"99767","99766","99766","99766","3.0991","3.0991","3.0991"
"99781","99780","99780","99780","3.0523","3.0523","3.0523"
"99793","99792","99792","99792","3.0678","3.0678","3.0678"
"99796","99795","99795","99795","3.0918","3.0918","3.0918"
"99797","99796","99796","99796","3.0781","3.0781","3.0781"
"99810","99809","99809","99809","3.0819","3.0819","3.0819"
"99818","99817","99817","99817","3.0595","3.0595","3.0595"
"99840","99839","99839","99839","3.085","3.085","3.085"
"99846","99845","99845","99845","3.0764","3.0764","3.0764"
"99855","99854","99854","99854","3.0503","3.0503","3.0503"
"99861","99860","99860","99860","3.0746","3.0746","3.0746"
"99864","99863","99863","99863","3.0645","3.0645","3.0645"
"99867","99866","99866","99866","3.0647","3.0647","3.0647"
"99871","99870","99870","99870","3.0987","3.0987","3.0987"
"99872","99871","99871","99871","3.0521","3.0521","3.0521"
"99874","99873","99873","99873","3.0827","3.0827","3.0827"
"99899","99898","99898","99898","3.0985","3.0985","3.0985"
"99903","99902","99902","99902","3.0811","3.0811","3.0811"
